IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
76099,12/09/2018,24/09/2018,3,298,57,1,1,1000000057,
76100,19/08/2018,02/09/2018,2,274,199,1,1,1000000058,
76101,22/10/2018,25/10/2018,1,229,31,1,1,1000000059,
76102,18/06/2018,22/06/2018,3,208,173,1,1,1000000060,
76103,01/09/2018,15/09/2018,1,230,38,1,1,1000000061,
76104,08/07/2018,22/07/2018,4,252,288,1,1,1000000062,
76105,27/05/2018,30/05/2018,1,276,179,1,1,1000000063,
76106,14/04/2018,24/04/2018,1,242,73,1,1,1000000064,
76107,21/03/2018,24/03/2018,3,221,41,1,1,1000000065,
76108,23/05/2018,31/05/2018,1,294,151,1,1,1000000066,
76109,29/08/2018,13/09/2018,3,237,274,1,1,1000000067,
76110,30/04/2018,02/05/2018,2,209,211,1,1,1000000068,
76111,09/07/2018,22/07/2018,1,234,112,1,1,1000000069,
76112,30/12/2018,08/01/2019,2,244,52,1,1,1000000070,
76113,26/05/2018,06/06/2018,2,224,176,1,1,1000000071,
76114,12/10/2018,14/10/2018,3,300,132,1,1,1000000072,
76115,21/12/2018,02/01/2019,3,271,4,1,1,1000000073,
76116,24/01/2018,29/01/2018,3,259,41,1,1,1000000074,
76117,05/10/2018,19/10/2018,1,297,254,1,1,1000000075,
76118,21/04/2018,04/05/2018,3,220,159,1,1,1000000076,
76119,19/04/2018,25/04/2018,2,273,86,1,1,1000000077,
76120,05/03/2018,07/03/2018,3,273,84,1,1,1000000078,
76121,30/09/2018,11/10/2018,1,234,270,1,1,1000000079,
76122,26/11/2018,04/12/2018,1,237,114,1,1,1000000080,
76123,15/03/2018,24/03/2018,4,268,246,1,1,1000000081,
76124,26/04/2018,01/05/2018,1,287,261,1,1,1000000082,
76125,18/07/2018,30/07/2018,3,231,273,1,1,1000000083,
76126,07/12/2018,14/12/2018,2,209,177,1,1,1000000084,
76127,09/11/2018,17/11/2018,1,294,236,1,1,1000000085,
76128,22/01/2018,28/01/2018,1,274,14,1,1,1000000086,
76129,21/09/2018,03/10/2018,1,218,56,1,1,1000000087,
76130,20/05/2018,22/05/2018,3,214,264,1,1,1000000088,
76131,12/02/2018,20/02/2018,2,290,224,1,1,1000000089,
76132,27/11/2018,30/11/2018,4,230,89,1,1,1000000090,
76133,03/05/2018,15/05/2018,3,262,133,1,1,1000000091,
76134,30/06/2018,01/07/2018,2,234,129,1,1,1000000092,
76135,23/06/2018,26/06/2018,2,276,110,1,1,1000000093,
76136,03/07/2018,08/07/2018,1,259,112,1,1,1000000094,
76137,21/08/2018,23/08/2018,1,232,113,1,1,1000000095,
76138,05/09/2018,06/09/2018,3,222,151,1,1,1000000096,
76139,24/12/2018,28/12/2018,4,202,139,1,1,1000000097,
76140,16/12/2018,26/12/2018,2,258,242,1,1,1000000098,
76141,22/03/2018,31/03/2018,4,226,278,1,1,1000000099,
76142,03/01/2018,04/01/2018,2,262,15,1,1,1000000100,
76143,30/01/2018,12/02/2018,4,263,260,1,1,1000000101,
76144,25/07/2018,01/08/2018,4,229,114,1,1,1000000102,
76145,27/06/2018,12/07/2018,1,245,41,1,1,1000000103,
76146,09/04/2018,11/04/2018,4,289,14,1,1,1000000104,
76147,31/05/2018,05/06/2018,1,241,176,1,1,1000000105,
76148,29/05/2018,12/06/2018,4,249,241,1,1,1000000106,
76149,09/02/2018,13/02/2018,2,258,200,1,1,1000000107,
76150,09/07/2018,20/07/2018,3,202,100,1,1,1000000108,
76151,13/06/2018,22/06/2018,3,290,97,1,1,1000000109,
76152,25/07/2018,31/07/2018,4,263,274,1,1,1000000110,
76153,16/09/2018,01/10/2018,3,271,203,1,1,1000000111,
76154,29/08/2018,01/09/2018,1,284,137,1,1,1000000112,
76155,24/03/2018,05/04/2018,1,235,232,1,1,1000000113,
76156,28/07/2018,11/08/2018,4,274,171,1,1,1000000114,
76157,30/01/2018,06/02/2018,3,237,151,1,1,1000000115,
76158,22/10/2018,23/10/2018,2,234,99,1,1,1000000116,
76159,15/11/2018,24/11/2018,2,220,82,1,1,1000000117,
76160,03/08/2018,11/08/2018,4,264,249,1,1,1000000118,
76161,26/06/2018,04/07/2018,1,300,151,1,1,1000000119,
76162,09/08/2018,12/08/2018,3,293,91,1,1,1000000120,
76163,21/12/2018,26/12/2018,2,289,198,1,1,1000000121,
76164,26/12/2018,30/12/2018,4,221,128,1,1,1000000122,
76165,19/01/2018,29/01/2018,3,227,297,1,1,1000000123,
76166,19/04/2018,29/04/2018,3,287,246,1,1,1000000124,
76167,25/05/2018,30/05/2018,4,258,120,1,1,1000000125,
76168,24/12/2018,25/12/2018,3,201,174,1,1,1000000126,
76169,07/03/2018,16/03/2018,3,246,31,1,1,1000000127,
76170,03/12/2018,09/12/2018,4,290,4,1,1,1000000128,
76171,30/10/2018,04/11/2018,1,267,292,1,1,1000000129,
76172,07/09/2018,12/09/2018,3,252,66,1,1,1000000130,
76173,05/03/2018,12/03/2018,4,224,224,1,1,1000000131,
76174,18/11/2018,29/11/2018,1,216,266,1,1,1000000132,
76175,16/06/2018,26/06/2018,3,242,231,1,1,1000000133,
76176,13/09/2018,20/09/2018,4,228,254,1,1,1000000134,
76177,30/07/2018,14/08/2018,2,256,284,1,1,1000000135,
76178,10/08/2018,23/08/2018,2,235,240,1,1,1000000136,
76179,14/11/2018,17/11/2018,3,258,117,1,1,1000000137,
76180,03/12/2018,14/12/2018,1,232,226,1,1,1000000138,
76181,30/09/2018,03/10/2018,1,281,166,1,1,1000000139,
76182,22/12/2018,27/12/2018,1,252,95,1,1,1000000140,
76183,18/09/2018,24/09/2018,3,237,285,1,1,1000000141,
76184,02/01/2018,05/01/2018,3,280,34,1,1,1000000142,
76185,07/09/2018,21/09/2018,2,245,41,1,1,1000000143,
76186,16/02/2018,02/03/2018,1,267,175,1,1,1000000144,
76187,02/02/2018,17/02/2018,2,212,94,1,1,1000000145,
76188,08/07/2018,09/07/2018,3,212,261,1,1,1000000146,
76189,28/04/2018,06/05/2018,3,248,266,1,1,1000000147,
76190,25/11/2018,04/12/2018,4,204,293,1,1,1000000148,
76191,13/04/2018,20/04/2018,4,284,183,1,1,1000000149,
76192,02/02/2018,03/02/2018,2,279,241,1,1,1000000150,
76193,20/12/2018,23/12/2018,2,280,182,1,1,1000000151,
76194,13/07/2018,21/07/2018,2,264,224,1,1,1000000152,
76195,02/08/2018,13/08/2018,4,263,16,1,1,1000000153,
76196,25/01/2018,30/01/2018,1,226,115,1,1,1000000154,
76197,10/04/2018,15/04/2018,2,225,181,1,1,1000000155,
76198,13/08/2018,15/08/2018,1,222,85,1,1,1000000156,
76199,25/08/2018,31/08/2018,2,210,102,1,1,1000000157,
76200,30/10/2018,13/11/2018,1,289,219,1,1,1000000158,
76201,29/12/2018,07/01/2019,3,225,229,1,1,1000000159,
76202,08/12/2018,18/12/2018,2,244,44,1,1,1000000160,
76203,26/12/2018,29/12/2018,4,214,142,1,1,1000000161,
76204,05/04/2018,11/04/2018,3,266,105,1,1,1000000162,
76205,12/02/2018,18/02/2018,2,203,175,1,1,1000000163,
76206,08/08/2018,10/08/2018,2,276,237,1,1,1000000164,
76207,11/06/2018,24/06/2018,4,260,102,1,1,1000000165,
76208,24/08/2018,30/08/2018,2,259,45,1,1,1000000166,
76209,06/02/2018,15/02/2018,1,225,290,1,1,1000000167,
76210,12/01/2018,14/01/2018,2,288,18,1,1,1000000168,
76211,19/04/2018,29/04/2018,3,255,3,1,1,1000000169,
76212,05/06/2018,14/06/2018,1,228,158,1,1,1000000170,
76213,12/01/2018,14/01/2018,4,262,8,1,1,1000000171,
76214,10/03/2018,11/03/2018,3,272,268,1,1,1000000172,
76215,25/09/2018,04/10/2018,1,227,63,1,1,1000000173,
76216,27/01/2018,08/02/2018,1,283,218,1,1,1000000174,
76217,09/03/2018,12/03/2018,4,274,161,1,1,1000000175,
76218,13/07/2018,25/07/2018,3,236,225,1,1,1000000176,
76219,07/04/2018,17/04/2018,2,284,151,1,1,1000000177,
76220,27/11/2018,12/12/2018,2,247,228,1,1,1000000178,
76221,15/12/2018,22/12/2018,2,211,263,1,1,1000000179,
76222,14/06/2018,21/06/2018,3,208,285,1,1,1000000180,
76223,28/05/2018,09/06/2018,3,297,17,1,1,1000000181,
76224,13/10/2018,26/10/2018,3,219,74,1,1,1000000182,
76225,16/06/2018,18/06/2018,1,260,129,1,1,1000000183,
76226,03/02/2018,09/02/2018,3,223,264,1,1,1000000184,
76227,06/10/2018,12/10/2018,3,240,135,1,1,1000000185,
76228,12/03/2018,25/03/2018,3,225,128,1,1,1000000186,
76229,03/09/2018,08/09/2018,4,253,238,1,1,1000000187,
76230,14/06/2018,24/06/2018,4,229,186,1,1,1000000188,
76231,18/02/2018,05/03/2018,2,265,82,1,1,1000000189,
76232,07/04/2018,18/04/2018,3,218,79,1,1,1000000190,
76233,03/07/2018,17/07/2018,3,250,271,1,1,1000000191,
76234,21/02/2018,03/03/2018,2,237,73,1,1,1000000192,
76235,14/06/2018,21/06/2018,3,257,81,1,1,1000000193,
76236,02/07/2018,06/07/2018,1,238,61,1,1,1000000194,
76237,10/07/2018,25/07/2018,2,210,253,1,1,1000000195,
76238,13/10/2018,23/10/2018,4,260,182,1,1,1000000196,
76239,06/05/2018,15/05/2018,1,276,12,1,1,1000000197,
76240,21/06/2018,02/07/2018,4,218,213,1,1,1000000198,
76241,06/09/2018,20/09/2018,4,246,208,1,1,1000000199,
76242,20/03/2018,02/04/2018,3,282,262,1,1,1000000200,
76243,24/06/2018,25/06/2018,1,237,233,1,1,1000000201,
76244,06/12/2018,14/12/2018,3,265,6,1,1,1000000202,
76245,04/04/2018,15/04/2018,2,241,298,1,1,1000000203,
76246,02/02/2018,12/02/2018,4,248,153,1,1,1000000204,
76247,06/06/2018,19/06/2018,1,203,94,1,1,1000000205,
76248,07/01/2018,08/01/2018,1,273,25,1,1,1000000206,
76249,28/09/2018,13/10/2018,1,275,56,1,1,1000000207,
76250,09/06/2018,17/06/2018,1,285,70,1,1,1000000208,
76251,08/04/2018,13/04/2018,3,234,279,1,1,1000000209,
76252,23/05/2018,25/05/2018,3,243,111,1,1,1000000210,
76253,05/12/2018,16/12/2018,4,293,170,1,1,1000000211,
76254,04/06/2018,13/06/2018,3,267,90,1,1,1000000212,
76255,24/07/2018,25/07/2018,3,271,106,1,1,1000000213,
76256,02/09/2018,10/09/2018,2,265,226,1,1,1000000214,
76257,15/12/2018,27/12/2018,2,254,44,1,1,1000000215,
76258,11/05/2018,19/05/2018,1,256,89,1,1,1000000216,
76259,03/04/2018,08/04/2018,2,264,95,1,1,1000000217,
76260,10/05/2018,18/05/2018,1,206,64,1,1,1000000218,
76261,14/07/2018,22/07/2018,2,286,207,1,1,1000000219,
76262,16/11/2018,26/11/2018,1,260,183,1,1,1000000220,
76263,27/05/2018,29/05/2018,2,287,205,1,1,1000000221,
76264,26/07/2018,29/07/2018,2,226,70,1,1,1000000222,
76265,13/05/2018,22/05/2018,1,201,91,1,1,1000000223,
76266,15/11/2018,24/11/2018,3,295,40,1,1,1000000224,
76267,06/01/2018,16/01/2018,4,249,182,1,1,1000000225,
76268,03/07/2018,08/07/2018,3,234,189,1,1,1000000226,
76269,04/05/2018,16/05/2018,2,280,259,1,1,1000000227,
76270,24/11/2018,04/12/2018,1,289,13,1,1,1000000228,
76271,23/02/2018,28/02/2018,1,266,164,1,1,1000000229,
76272,28/08/2018,12/09/2018,3,279,251,1,1,1000000230,
76273,31/10/2018,02/11/2018,3,223,87,1,1,1000000231,
76274,17/03/2018,20/03/2018,4,228,38,1,1,1000000232,
76275,12/01/2018,27/01/2018,3,260,234,1,1,1000000233,
76276,28/08/2018,12/09/2018,1,292,206,1,1,1000000234,
76277,07/07/2018,12/07/2018,4,219,167,1,1,1000000235,
76278,15/01/2018,23/01/2018,4,249,98,1,1,1000000236,
76279,21/11/2018,05/12/2018,3,271,179,1,1,1000000237,
76280,11/05/2018,13/05/2018,4,296,72,1,1,1000000238,
76281,29/10/2018,04/11/2018,4,227,9,1,1,1000000239,
76282,20/12/2018,01/01/2019,2,214,177,1,1,1000000240,
76283,10/05/2018,23/05/2018,3,204,218,1,1,1000000241,
76284,12/05/2018,13/05/2018,1,227,161,1,1,1000000242,
76285,26/01/2018,08/02/2018,1,253,253,1,1,1000000243,
76286,17/07/2018,24/07/2018,2,232,68,1,1,1000000244,
76287,01/03/2018,13/03/2018,2,206,16,1,1,1000000245,
76288,26/08/2018,31/08/2018,2,258,285,1,1,1000000246,
76289,04/07/2018,13/07/2018,3,215,58,1,1,1000000247,
76290,02/01/2018,16/01/2018,2,291,9,1,1,1000000248,
76291,16/01/2018,21/01/2018,4,276,279,1,1,1000000249,
76292,08/12/2018,20/12/2018,4,206,136,1,1,1000000250,
76293,09/09/2018,19/09/2018,3,225,170,1,1,1000000251,
76294,28/04/2018,08/05/2018,1,277,85,1,1,1000000252,
76295,27/06/2018,12/07/2018,4,201,181,1,1,1000000253,
76296,22/06/2018,30/06/2018,3,217,193,1,1,1000000254,
76297,01/03/2018,08/03/2018,1,214,184,1,1,1000000255,
76298,01/06/2018,05/06/2018,1,272,188,1,1,1000000256,
76299,07/01/2018,16/01/2018,3,271,62,1,1,1000000257,
76300,24/07/2018,25/07/2018,4,297,10,1,1,1000000258,
76301,09/12/2018,14/12/2018,1,260,181,1,1,1000000259,
76302,25/01/2018,07/02/2018,2,226,205,1,1,1000000260,
76303,15/03/2018,29/03/2018,2,213,239,1,1,1000000261,
76304,25/02/2018,26/02/2018,4,209,254,1,1,1000000262,
76305,10/08/2018,20/08/2018,1,239,191,1,1,1000000263,
76306,10/02/2018,16/02/2018,3,221,148,1,1,1000000264,
76307,14/06/2018,26/06/2018,1,295,88,1,1,1000000265,
76308,20/06/2018,03/07/2018,4,299,137,1,1,1000000266,
76309,29/08/2018,13/09/2018,1,292,97,1,1,1000000267,
76310,14/12/2018,15/12/2018,2,204,297,1,1,1000000268,
76311,06/11/2018,21/11/2018,2,262,225,1,1,1000000269,
76312,05/11/2018,12/11/2018,4,241,44,1,1,1000000270,
76313,28/01/2018,10/02/2018,1,269,129,1,1,1000000271,
76314,29/03/2018,06/04/2018,3,274,120,1,1,1000000272,
76315,08/01/2018,22/01/2018,1,276,105,1,1,1000000273,
76316,26/07/2018,02/08/2018,3,239,89,1,1,1000000274,
76317,05/01/2018,15/01/2018,4,242,136,1,1,1000000275,
76318,04/10/2018,18/10/2018,1,262,44,1,1,1000000276,
76319,26/06/2018,08/07/2018,3,206,237,1,1,1000000277,
76320,07/08/2018,11/08/2018,1,268,18,1,1,1000000278,
76321,09/03/2018,24/03/2018,2,286,62,1,1,1000000279,
76322,06/04/2018,19/04/2018,4,241,53,1,1,1000000280,
76323,16/05/2018,18/05/2018,4,256,161,1,1,1000000281,
76324,30/09/2018,05/10/2018,3,294,134,1,1,1000000282,
76325,01/09/2018,04/09/2018,2,218,241,1,1,1000000283,
76326,15/11/2018,30/11/2018,4,206,242,1,1,1000000284,
76327,19/01/2018,21/01/2018,4,220,103,1,1,1000000285,
76328,28/02/2018,10/03/2018,2,228,206,1,1,1000000286,
76329,12/04/2018,23/04/2018,3,213,268,1,1,1000000287,
76330,01/09/2018,13/09/2018,2,248,111,1,1,1000000288,
76331,24/03/2018,26/03/2018,2,252,116,1,1,1000000289,
76332,11/07/2018,14/07/2018,1,254,295,1,1,1000000290,
76333,23/02/2018,24/02/2018,2,244,132,1,1,1000000291,
76334,07/02/2018,11/02/2018,3,266,267,1,1,1000000292,
76335,08/07/2018,14/07/2018,4,207,214,1,1,1000000293,
76336,13/05/2018,18/05/2018,2,249,227,1,1,1000000294,
76337,15/08/2018,16/08/2018,1,282,190,1,1,1000000295,
76338,07/02/2018,17/02/2018,2,224,210,1,1,1000000296,
76339,08/06/2018,23/06/2018,4,276,271,1,1,1000000297,
76340,30/11/2018,06/12/2018,1,287,17,1,1,1000000298,
76341,07/05/2018,13/05/2018,2,291,258,1,1,1000000299,
76342,25/11/2018,02/12/2018,1,234,50,1,1,1000000300,
76343,07/04/2018,10/04/2018,1,276,39,1,1,1000000301,
76344,25/09/2018,29/09/2018,2,231,279,1,1,1000000302,
76345,03/12/2018,10/12/2018,4,209,126,1,1,1000000303,
76346,18/09/2018,29/09/2018,2,202,110,1,1,1000000304,
76347,21/11/2018,29/11/2018,2,228,35,1,1,1000000305,
76348,30/06/2018,03/07/2018,2,279,144,1,1,1000000306,
76349,05/10/2018,12/10/2018,2,296,76,1,1,1000000307,
76350,22/01/2018,30/01/2018,2,273,249,1,1,1000000308,
76351,20/03/2018,21/03/2018,4,288,286,1,1,1000000309,
76352,24/07/2018,06/08/2018,4,229,293,1,1,1000000310,
76353,02/03/2018,09/03/2018,3,291,115,1,1,1000000311,
76354,21/10/2018,01/11/2018,4,211,62,1,1,1000000312,
76355,21/03/2018,31/03/2018,4,238,227,1,1,1000000313,
76356,25/02/2018,11/03/2018,1,201,266,1,1,1000000314,
76357,28/05/2018,30/05/2018,4,298,223,1,1,1000000315,
76358,07/12/2018,11/12/2018,4,274,183,1,1,1000000316,
76359,30/06/2018,06/07/2018,1,266,160,1,1,1000000317,
76360,25/08/2018,08/09/2018,4,277,209,1,1,1000000318,
76361,06/03/2018,13/03/2018,2,238,98,1,1,1000000319,
76362,06/11/2018,09/11/2018,4,242,77,1,1,1000000320,
76363,30/09/2018,06/10/2018,3,247,97,1,1,1000000321,
76364,17/10/2018,30/10/2018,1,210,196,1,1,1000000322,
76365,22/03/2018,06/04/2018,1,204,229,1,1,1000000323,
76366,02/11/2018,08/11/2018,4,234,219,1,1,1000000324,
76367,29/09/2018,03/10/2018,1,207,26,1,1,1000000325,
76368,08/01/2018,19/01/2018,2,257,184,1,1,1000000326,
76369,14/11/2018,29/11/2018,3,270,231,1,1,1000000327,
76370,28/04/2018,09/05/2018,1,225,123,1,1,1000000328,
76371,28/05/2018,11/06/2018,2,214,205,1,1,1000000329,
76372,18/11/2018,27/11/2018,4,243,33,1,1,1000000330,
76373,12/09/2018,17/09/2018,2,248,1,1,1,1000000331,
76374,06/11/2018,21/11/2018,2,208,221,1,1,1000000332,
76375,15/02/2018,18/02/2018,1,296,101,1,1,1000000333,
76376,14/01/2018,18/01/2018,2,287,253,1,1,1000000334,
76377,11/08/2018,24/08/2018,2,246,99,1,1,1000000335,
76378,15/09/2018,29/09/2018,3,228,92,1,1,1000000336,
76379,21/07/2018,28/07/2018,4,209,208,1,1,1000000337,
76380,03/03/2018,08/03/2018,2,207,243,1,1,1000000338,
76381,25/07/2018,07/08/2018,3,256,157,1,1,1000000339,
76382,31/03/2018,11/04/2018,2,259,126,1,1,1000000340,
76383,18/09/2018,03/10/2018,3,267,204,1,1,1000000341,
76384,20/12/2018,27/12/2018,2,204,278,1,1,1000000342,
76385,06/09/2018,20/09/2018,4,250,23,1,1,1000000343,
76386,27/08/2018,01/09/2018,3,284,55,1,1,1000000344,
76387,24/07/2018,31/07/2018,1,239,212,1,1,1000000345,
76388,17/10/2018,18/10/2018,1,242,185,1,1,1000000346,
76389,10/05/2018,20/05/2018,4,247,272,1,1,1000000347,
76390,02/07/2018,04/07/2018,3,294,70,1,1,1000000348,
76391,01/12/2018,06/12/2018,1,214,134,1,1,1000000349,
76392,17/04/2018,27/04/2018,2,300,187,1,1,1000000350,
76393,12/03/2018,18/03/2018,2,285,280,1,1,1000000351,
76394,30/05/2018,02/06/2018,3,243,291,1,1,1000000352,
76395,08/09/2018,17/09/2018,3,238,187,1,1,1000000353,
76396,23/04/2018,30/04/2018,1,241,122,1,1,1000000354,
76397,08/06/2018,19/06/2018,4,205,112,1,1,1000000355,
76398,26/02/2018,08/03/2018,3,211,206,1,1,1000000356,
76399,26/11/2018,01/12/2018,1,263,176,1,1,1000000357,
76400,12/12/2018,14/12/2018,4,271,129,1,1,1000000358,
76401,15/09/2018,21/09/2018,2,221,240,1,1,1000000359,
76402,04/08/2018,17/08/2018,3,290,42,1,1,1000000360,
76403,26/01/2018,07/02/2018,1,263,133,1,1,1000000361,
76404,12/12/2018,18/12/2018,2,236,268,1,1,1000000362,
76405,12/12/2018,20/12/2018,3,274,201,1,1,1000000363,
76406,23/05/2018,26/05/2018,1,228,117,1,1,1000000364,
76407,18/01/2018,22/01/2018,3,278,118,1,1,1000000365,
76408,24/03/2018,03/04/2018,2,267,132,1,1,1000000366,
76409,17/05/2018,19/05/2018,1,225,116,1,1,1000000367,
76410,04/08/2018,15/08/2018,4,203,185,1,1,1000000368,
76411,12/12/2018,15/12/2018,2,213,44,1,1,1000000369,
76412,03/11/2018,06/11/2018,3,259,118,1,1,1000000370,
76413,21/06/2018,06/07/2018,2,274,211,1,1,1000000371,
76414,28/09/2018,03/10/2018,4,213,50,1,1,1000000372,
76415,30/12/2018,01/01/2019,2,208,296,1,1,1000000373,
76416,09/03/2018,14/03/2018,4,230,212,1,1,1000000374,
76417,12/08/2018,17/08/2018,2,283,95,1,1,1000000375,
76418,10/07/2018,25/07/2018,3,230,15,1,1,1000000376,
76419,19/04/2018,22/04/2018,1,270,175,1,1,1000000377,
76420,09/04/2018,13/04/2018,3,257,83,1,1,1000000378,
76421,28/10/2018,05/11/2018,2,245,143,1,1,1000000379,
76422,10/07/2018,17/07/2018,1,254,296,1,1,1000000380,
76423,23/08/2018,28/08/2018,2,237,51,1,1,1000000381,
76424,03/07/2018,06/07/2018,3,236,205,1,1,1000000382,
76425,20/09/2018,03/10/2018,2,223,147,1,1,1000000383,
76426,29/12/2018,03/01/2019,1,293,167,1,1,1000000384,
76427,15/10/2018,25/10/2018,4,266,75,1,1,1000000385,
76428,28/03/2018,01/04/2018,1,276,60,1,1,1000000386,
76429,20/09/2018,29/09/2018,4,294,171,1,1,1000000387,
76430,27/05/2018,07/06/2018,3,219,133,1,1,1000000388,
76431,06/03/2018,08/03/2018,3,206,8,1,1,1000000389,
76432,21/05/2018,22/05/2018,3,260,289,1,1,1000000390,
76433,24/06/2018,06/07/2018,1,245,292,1,1,1000000391,
76434,12/04/2018,17/04/2018,1,234,161,1,1,1000000392,
76435,24/11/2018,07/12/2018,2,212,16,1,1,1000000393,
76436,19/04/2018,24/04/2018,4,243,187,1,1,1000000394,
76437,13/04/2018,15/04/2018,4,283,32,1,1,1000000395,
76438,01/07/2018,11/07/2018,4,203,70,1,1,1000000396,
76439,28/05/2018,12/06/2018,2,237,225,1,1,1000000397,
76440,10/10/2018,20/10/2018,2,246,254,1,1,1000000398,
76441,05/09/2018,15/09/2018,2,294,38,1,1,1000000399,
76442,07/04/2018,15/04/2018,1,218,36,1,1,1000000400,
76443,21/09/2018,30/09/2018,3,238,97,1,1,1000000401,
76444,17/12/2018,21/12/2018,1,276,105,1,1,1000000402,
76445,13/01/2018,22/01/2018,1,259,211,1,1,1000000403,
76446,14/04/2018,17/04/2018,3,258,34,1,1,1000000404,
76447,17/09/2018,20/09/2018,4,297,190,1,1,1000000405,
76448,15/09/2018,19/09/2018,1,203,233,1,1,1000000406,
76449,31/05/2018,15/06/2018,3,247,200,1,1,1000000407,
76450,26/01/2018,09/02/2018,2,229,2,1,1,1000000408,
76451,24/12/2018,28/12/2018,2,291,202,1,1,1000000409,
76452,03/11/2018,15/11/2018,3,220,32,1,1,1000000410,
76453,14/10/2018,26/10/2018,4,279,259,1,1,1000000411,
76454,06/03/2018,11/03/2018,1,237,76,1,1,1000000412,
76455,07/07/2018,20/07/2018,4,273,143,1,1,1000000413,
76456,12/04/2018,15/04/2018,3,247,190,1,1,1000000414,
76457,18/04/2018,30/04/2018,1,229,106,1,1,1000000415,
76458,27/11/2018,04/12/2018,2,284,27,1,1,1000000416,
76459,23/07/2018,07/08/2018,4,235,170,1,1,1000000417,
76460,02/06/2018,03/06/2018,1,239,284,1,1,1000000418,
