IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
31397,25/09/2021,04/10/2021,4,254,226,1,1,1000000350,
31398,06/07/2021,18/07/2021,1,254,35,1,1,1000000351,
31399,13/09/2021,15/09/2021,2,235,138,0,0,1000000352,
31400,07/04/2021,19/04/2021,2,242,117,0,0,1000000353,
31401,09/08/2021,12/08/2021,3,234,139,1,1,1000000354,
31402,12/02/2021,13/02/2021,1,243,227,1,1,1000000355,
31403,12/06/2021,23/06/2021,3,209,125,0,0,1000000356,
31404,29/07/2021,11/08/2021,2,208,221,1,1,1000000357,
31405,17/03/2021,19/03/2021,3,243,122,0,0,1000000358,
31406,16/08/2021,31/08/2021,4,276,167,1,1,1000000359,
31407,21/07/2021,30/07/2021,2,255,54,1,1,1000000360,
31408,19/09/2021,26/09/2021,4,210,22,1,1,1000000361,
31409,04/08/2021,11/08/2021,4,291,176,0,0,1000000362,
31410,17/05/2021,23/05/2021,3,231,168,0,0,1000000363,
31411,23/07/2021,07/08/2021,2,264,31,1,1,1000000364,
31412,24/12/2021,30/12/2021,1,243,170,1,1,1000000365,
31413,26/06/2021,03/07/2021,1,264,4,0,0,1000000366,
31414,29/06/2021,02/07/2021,4,261,42,0,0,1000000367,
31415,26/10/2021,10/11/2021,3,298,209,0,0,1000000368,
31416,11/09/2021,13/09/2021,2,280,45,1,1,1000000369,
31417,18/11/2021,22/11/2021,3,213,210,1,1,1000000370,
31418,19/12/2021,30/12/2021,1,223,125,1,1,1000000371,
31419,27/08/2021,11/09/2021,3,258,261,0,0,1000000372,
31420,08/08/2021,21/08/2021,4,243,287,1,1,1000000373,
31421,08/10/2021,10/10/2021,4,270,176,0,0,1000000374,
31422,20/07/2021,02/08/2021,4,207,148,1,1,1000000375,
31423,04/06/2021,10/06/2021,2,222,28,1,1,1000000376,
31424,02/05/2021,07/05/2021,1,277,77,0,0,1000000377,
31425,18/09/2021,19/09/2021,2,246,257,0,0,1000000378,
31426,12/10/2021,26/10/2021,4,204,35,0,0,1000000379,
31427,13/02/2021,14/02/2021,4,214,3,1,1,1000000380,
31428,28/01/2021,09/02/2021,1,250,163,0,0,1000000381,
31429,27/11/2021,30/11/2021,4,239,86,1,1,1000000382,
31430,22/02/2021,02/03/2021,4,248,291,1,1,1000000383,
31431,24/01/2021,07/02/2021,3,254,130,0,0,1000000384,
31432,14/06/2021,22/06/2021,2,256,108,0,0,1000000385,
31433,29/10/2021,07/11/2021,4,271,198,1,1,1000000386,
31434,24/06/2021,04/07/2021,1,230,246,1,1,1000000387,
31435,12/12/2021,18/12/2021,4,249,169,1,1,1000000388,
31436,17/01/2021,26/01/2021,3,257,207,0,0,1000000389,
31437,15/03/2021,20/03/2021,3,223,91,1,1,1000000390,
31438,27/04/2021,04/05/2021,2,262,8,0,0,1000000391,
31439,20/11/2021,29/11/2021,1,242,147,0,0,1000000392,
31440,27/05/2021,08/06/2021,3,236,62,1,1,1000000393,
31441,28/02/2021,15/03/2021,3,204,177,1,1,1000000394,
31442,13/06/2021,15/06/2021,1,244,28,1,1,1000000395,
31443,01/07/2021,13/07/2021,4,225,199,0,0,1000000396,
31444,08/10/2021,19/10/2021,4,216,87,0,0,1000000397,
31445,28/08/2021,12/09/2021,1,291,39,1,1,1000000398,
31446,11/08/2021,17/08/2021,4,215,32,1,1,1000000399,
31447,20/10/2021,24/10/2021,2,204,58,1,1,1000000400,
31448,05/12/2021,15/12/2021,3,205,63,0,0,1000000401,
31449,16/08/2021,28/08/2021,2,280,272,0,0,1000000402,
31450,24/04/2021,06/05/2021,1,285,175,1,1,1000000403,
31451,02/02/2021,12/02/2021,1,222,101,1,1,1000000404,
31452,04/05/2021,13/05/2021,3,277,177,1,1,1000000405,
31453,01/07/2021,09/07/2021,3,214,244,0,0,1000000406,
31454,11/11/2021,12/11/2021,3,242,110,1,1,1000000407,
31455,06/03/2021,10/03/2021,1,207,74,0,0,1000000408,
31456,12/01/2021,13/01/2021,1,233,211,0,0,1000000409,
31457,14/05/2021,28/05/2021,2,264,262,0,0,1000000410,
31458,08/01/2021,23/01/2021,2,205,204,1,1,1000000411,
31459,23/12/2021,26/12/2021,3,263,33,1,1,1000000412,
31460,06/05/2021,09/05/2021,3,293,148,0,0,1000000413,
31461,24/02/2021,03/03/2021,3,251,124,0,0,1000000414,
31462,28/09/2021,04/10/2021,1,235,181,1,1,1000000415,
31463,12/01/2021,16/01/2021,4,271,123,1,1,1000000416,
31464,07/01/2021,18/01/2021,4,286,35,1,1,1000000417,
31465,21/05/2021,24/05/2021,2,251,119,0,0,1000000418,
