IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
61105,13/04/2023,25/04/2023,4,244,162,0,0,1000000062,
61106,16/11/2023,27/11/2023,3,217,148,1,1,1000000063,
61107,27/10/2023,03/11/2023,1,273,88,0,0,1000000064,
61108,12/10/2023,24/10/2023,4,236,281,0,0,1000000065,
61109,01/08/2023,04/08/2023,2,275,50,1,1,1000000066,
61110,05/04/2023,10/04/2023,1,265,155,1,1,1000000067,
61111,27/12/2023,11/01/2024,4,214,91,1,1,1000000068,
61112,01/05/2023,08/05/2023,3,262,208,0,0,1000000069,
61113,27/12/2023,02/01/2024,4,284,298,1,1,1000000070,
61114,20/02/2023,04/03/2023,1,299,288,0,0,1000000071,
61115,21/03/2023,25/03/2023,2,212,230,1,1,1000000072,
61116,19/05/2023,22/05/2023,2,220,158,1,1,1000000073,
61117,17/02/2023,25/02/2023,2,212,231,1,1,1000000074,
61118,01/09/2023,02/09/2023,2,263,1,0,0,1000000075,
61119,10/11/2023,21/11/2023,1,249,218,1,1,1000000076,
61120,13/03/2023,14/03/2023,3,207,145,1,1,1000000077,
61121,03/06/2023,12/06/2023,3,255,109,0,0,1000000078,
61122,01/08/2023,15/08/2023,4,294,93,1,1,1000000079,
61123,11/12/2023,13/12/2023,2,246,290,1,1,1000000080,
61124,19/09/2023,22/09/2023,3,242,107,0,0,1000000081,
61125,27/10/2023,28/10/2023,4,212,93,0,0,1000000082,
61126,28/08/2023,03/09/2023,2,228,162,1,1,1000000083,
61127,18/07/2023,30/07/2023,1,297,153,0,0,1000000084,
61128,17/03/2023,01/04/2023,3,278,258,1,1,1000000085,
61129,13/03/2023,15/03/2023,3,259,174,1,1,1000000086,
61130,26/02/2023,09/03/2023,3,247,203,1,1,1000000087,
61131,05/01/2023,19/01/2023,2,260,49,0,0,1000000088,
61132,13/08/2023,24/08/2023,3,214,11,1,1,1000000089,
61133,22/02/2023,02/03/2023,1,290,3,1,1,1000000090,
61134,02/10/2023,11/10/2023,4,299,234,1,1,1000000091,
61135,26/03/2023,04/04/2023,4,287,108,0,0,1000000092,
61136,23/12/2023,29/12/2023,2,278,140,0,0,1000000093,
61137,10/01/2023,20/01/2023,4,289,162,0,0,1000000094,
61138,28/06/2023,13/07/2023,4,257,64,0,0,1000000095,
61139,29/08/2023,03/09/2023,2,296,44,0,0,1000000096,
61140,31/01/2023,15/02/2023,4,258,99,1,1,1000000097,
61141,25/08/2023,29/08/2023,2,242,65,0,0,1000000098,
61142,19/07/2023,29/07/2023,4,211,200,1,1,1000000099,
61143,28/06/2023,09/07/2023,2,211,20,0,0,1000000100,
61144,13/10/2023,26/10/2023,3,220,47,0,0,1000000101,
61145,25/08/2023,09/09/2023,2,253,54,0,0,1000000102,
61146,26/04/2023,01/05/2023,1,226,18,0,0,1000000103,
61147,03/05/2023,14/05/2023,4,293,36,0,0,1000000104,
61148,01/09/2023,04/09/2023,1,253,209,0,0,1000000105,
61149,31/05/2023,08/06/2023,1,208,292,0,0,1000000106,
61150,26/05/2023,28/05/2023,3,217,151,1,1,1000000107,
61151,26/05/2023,09/06/2023,3,224,190,0,0,1000000108,
61152,30/06/2023,11/07/2023,2,227,12,1,1,1000000109,
61153,04/09/2023,08/09/2023,2,286,87,0,0,1000000110,
61154,19/11/2023,30/11/2023,2,206,13,1,1,1000000111,
61155,29/04/2023,11/05/2023,4,241,161,1,1,1000000112,
61156,22/01/2023,25/01/2023,2,257,15,1,1,1000000113,
61157,11/01/2023,17/01/2023,1,217,265,0,0,1000000114,
61158,30/12/2023,04/01/2024,2,273,207,1,1,1000000115,
61159,22/02/2023,23/02/2023,3,291,217,0,0,1000000116,
61160,15/10/2023,20/10/2023,4,202,289,1,1,1000000117,
61161,15/06/2023,25/06/2023,2,287,106,0,0,1000000118,
61162,25/10/2023,07/11/2023,2,253,185,0,0,1000000119,
61163,02/01/2023,05/01/2023,4,208,131,0,0,1000000120,
61164,08/08/2023,14/08/2023,4,278,69,1,1,1000000121,
61165,10/01/2023,21/01/2023,2,232,62,1,1,1000000122,
61166,04/10/2023,19/10/2023,1,233,76,1,1,1000000123,
61167,24/03/2023,02/04/2023,2,225,179,1,1,1000000124,
61168,20/07/2023,25/07/2023,1,256,238,0,0,1000000125,
61169,30/12/2023,04/01/2024,4,228,251,1,1,1000000126,
61170,16/10/2023,26/10/2023,3,269,5,1,1,1000000127,
61171,27/04/2023,29/04/2023,3,232,300,0,0,1000000128,
61172,04/12/2023,16/12/2023,4,264,101,0,0,1000000129,
61173,03/08/2023,05/08/2023,4,283,296,0,0,1000000130,
61174,04/01/2023,11/01/2023,3,273,136,0,0,1000000131,
61175,24/12/2023,26/12/2023,1,219,78,0,0,1000000132,
61176,04/08/2023,05/08/2023,4,267,204,1,1,1000000133,
61177,17/07/2023,30/07/2023,2,276,207,0,0,1000000134,
61178,26/08/2023,04/09/2023,4,210,88,1,1,1000000135,
61179,05/05/2023,15/05/2023,4,212,92,0,0,1000000136,
61180,18/12/2023,02/01/2024,2,237,293,1,1,1000000137,
61181,09/01/2023,20/01/2023,1,290,105,0,0,1000000138,
61182,29/06/2023,09/07/2023,2,228,204,0,0,1000000139,
61183,14/10/2023,22/10/2023,4,207,236,1,1,1000000140,
61184,13/03/2023,16/03/2023,1,234,256,1,1,1000000141,
61185,27/01/2023,28/01/2023,2,246,278,1,1,1000000142,
61186,25/11/2023,03/12/2023,4,292,12,1,1,1000000143,
61187,14/09/2023,20/09/2023,4,285,269,0,0,1000000144,
61188,14/04/2023,21/04/2023,2,242,155,1,1,1000000145,
61189,17/06/2023,24/06/2023,3,201,202,0,0,1000000146,
61190,26/03/2023,30/03/2023,3,289,228,1,1,1000000147,
61191,16/11/2023,17/11/2023,3,277,48,1,1,1000000148,
61192,14/03/2023,22/03/2023,2,262,14,0,0,1000000149,
61193,30/03/2023,03/04/2023,1,288,299,0,0,1000000150,
61194,27/04/2023,11/05/2023,2,219,209,0,0,1000000151,
61195,12/04/2023,16/04/2023,4,254,141,0,0,1000000152,
61196,15/06/2023,19/06/2023,3,221,162,1,1,1000000153,
61197,21/08/2023,31/08/2023,2,207,154,0,0,1000000154,
61198,07/09/2023,20/09/2023,4,206,38,0,0,1000000155,
61199,21/08/2023,29/08/2023,2,234,178,1,1,1000000156,
61200,18/08/2023,23/08/2023,3,253,63,0,0,1000000157,
61201,26/11/2023,28/11/2023,3,226,266,1,1,1000000158,
61202,06/05/2023,07/05/2023,2,260,216,1,1,1000000159,
61203,26/10/2023,10/11/2023,2,294,49,1,1,1000000160,
61204,28/05/2023,30/05/2023,1,271,59,0,0,1000000161,
61205,19/10/2023,26/10/2023,3,216,246,0,0,1000000162,
61206,10/11/2023,19/11/2023,4,259,165,0,0,1000000163,
61207,21/04/2023,26/04/2023,4,252,216,0,0,1000000164,
61208,28/12/2023,31/12/2023,2,201,263,1,1,1000000165,
61209,18/01/2023,23/01/2023,2,220,158,0,0,1000000166,
61210,25/12/2023,03/01/2024,3,247,65,1,1,1000000167,
61211,29/07/2023,07/08/2023,1,238,142,0,0,1000000168,
61212,25/06/2023,28/06/2023,3,229,102,1,1,1000000169,
61213,13/01/2023,28/01/2023,2,235,58,0,0,1000000170,
61214,17/06/2023,24/06/2023,4,241,250,0,0,1000000171,
61215,18/01/2023,25/01/2023,1,284,254,1,1,1000000172,
61216,08/02/2023,22/02/2023,2,228,161,0,0,1000000173,
61217,23/10/2023,03/11/2023,1,292,33,0,0,1000000174,
61218,26/03/2023,05/04/2023,2,237,45,0,0,1000000175,
61219,15/05/2023,20/05/2023,2,263,256,0,0,1000000176,
61220,15/12/2023,22/12/2023,1,238,140,0,0,1000000177,
61221,15/06/2023,27/06/2023,2,203,262,1,1,1000000178,
61222,31/08/2023,06/09/2023,4,243,71,0,0,1000000179,
61223,20/05/2023,31/05/2023,1,270,16,0,0,1000000180,
61224,03/07/2023,11/07/2023,2,297,290,1,1,1000000181,
61225,28/07/2023,12/08/2023,2,252,154,0,0,1000000182,
61226,27/10/2023,29/10/2023,3,201,264,1,1,1000000183,
61227,01/05/2023,12/05/2023,4,294,246,1,1,1000000184,
61228,28/10/2023,31/10/2023,2,227,114,0,0,1000000185,
61229,20/04/2023,23/04/2023,4,285,215,0,0,1000000186,
61230,19/06/2023,24/06/2023,2,207,1,1,1,1000000187,
61231,03/05/2023,14/05/2023,4,292,106,0,0,1000000188,
61232,20/09/2023,25/09/2023,3,280,52,0,0,1000000189,
61233,24/02/2023,01/03/2023,4,225,263,0,0,1000000190,
61234,05/12/2023,14/12/2023,2,209,73,1,1,1000000191,
61235,22/09/2023,07/10/2023,4,300,175,0,0,1000000192,
61236,17/06/2023,24/06/2023,1,233,197,1,1,1000000193,
61237,05/08/2023,19/08/2023,4,225,67,0,0,1000000194,
61238,05/10/2023,14/10/2023,4,285,295,0,0,1000000195,
61239,20/06/2023,25/06/2023,1,282,2,1,1,1000000196,
61240,22/09/2023,06/10/2023,3,210,146,1,1,1000000197,
61241,24/06/2023,03/07/2023,2,235,31,1,1,1000000198,
61242,31/07/2023,10/08/2023,4,224,127,0,0,1000000199,
61243,28/02/2023,01/03/2023,2,231,144,1,1,1000000200,
61244,18/06/2023,28/06/2023,4,264,42,0,0,1000000201,
61245,07/10/2023,11/10/2023,1,203,167,0,0,1000000202,
61246,23/03/2023,31/03/2023,1,226,135,0,0,1000000203,
61247,11/01/2023,15/01/2023,4,270,254,0,0,1000000204,
61248,27/10/2023,01/11/2023,1,282,97,1,1,1000000205,
61249,22/10/2023,29/10/2023,4,230,80,0,0,1000000206,
61250,19/11/2023,23/11/2023,3,225,64,0,0,1000000207,
61251,04/07/2023,14/07/2023,1,224,254,0,0,1000000208,
61252,25/09/2023,10/10/2023,3,288,126,0,0,1000000209,
61253,15/09/2023,30/09/2023,2,277,234,1,1,1000000210,
61254,03/03/2023,04/03/2023,4,209,224,0,0,1000000211,
61255,18/08/2023,01/09/2023,1,278,230,1,1,1000000212,
61256,26/10/2023,05/11/2023,4,276,62,0,0,1000000213,
61257,24/06/2023,02/07/2023,1,218,12,1,1,1000000214,
61258,08/02/2023,12/02/2023,4,223,244,0,0,1000000215,
61259,07/05/2023,16/05/2023,1,230,208,1,1,1000000216,
61260,04/02/2023,14/02/2023,2,224,251,1,1,1000000217,
61261,16/12/2023,28/12/2023,1,272,215,1,1,1000000218,
61262,20/11/2023,22/11/2023,3,220,65,1,1,1000000219,
61263,05/09/2023,08/09/2023,3,219,182,0,0,1000000220,
61264,03/01/2023,12/01/2023,1,300,175,0,0,1000000221,
61265,05/12/2023,11/12/2023,2,259,14,0,0,1000000222,
61266,10/11/2023,19/11/2023,1,209,217,0,0,1000000223,
61267,19/03/2023,26/03/2023,3,290,84,1,1,1000000224,
61268,19/03/2023,21/03/2023,4,219,295,0,0,1000000225,
61269,29/08/2023,02/09/2023,3,208,126,0,0,1000000226,
61270,30/08/2023,08/09/2023,3,229,41,1,1,1000000227,
61271,15/06/2023,21/06/2023,4,246,111,1,1,1000000228,
61272,29/06/2023,09/07/2023,4,249,5,0,0,1000000229,
61273,05/08/2023,13/08/2023,4,284,210,1,1,1000000230,
61274,24/10/2023,01/11/2023,1,229,222,1,1,1000000231,
61275,09/04/2023,10/04/2023,1,263,1,1,1,1000000232,
61276,10/12/2023,22/12/2023,4,288,64,1,1,1000000233,
61277,25/05/2023,07/06/2023,1,230,75,0,0,1000000234,
61278,26/06/2023,06/07/2023,4,247,20,1,1,1000000235,
61279,21/06/2023,23/06/2023,4,255,38,0,0,1000000236,
61280,21/10/2023,01/11/2023,2,231,188,1,1,1000000237,
61281,03/01/2023,11/01/2023,3,203,207,1,1,1000000238,
61282,10/10/2023,14/10/2023,2,231,169,0,0,1000000239,
61283,28/12/2023,31/12/2023,1,242,93,0,0,1000000240,
61284,20/08/2023,28/08/2023,4,260,214,0,0,1000000241,
61285,27/10/2023,08/11/2023,1,277,257,0,0,1000000242,
61286,24/02/2023,05/03/2023,4,258,40,1,1,1000000243,
61287,05/01/2023,12/01/2023,3,238,165,1,1,1000000244,
61288,02/01/2023,12/01/2023,1,220,116,0,0,1000000245,
61289,14/07/2023,18/07/2023,4,208,274,0,0,1000000246,
61290,15/08/2023,27/08/2023,2,263,170,0,0,1000000247,
61291,25/08/2023,02/09/2023,1,205,138,1,1,1000000248,
61292,10/07/2023,22/07/2023,2,222,63,0,0,1000000249,
61293,08/10/2023,11/10/2023,2,224,40,0,0,1000000250,
61294,02/01/2023,04/01/2023,3,236,247,1,1,1000000251,
61295,16/01/2023,31/01/2023,4,258,181,0,0,1000000252,
61296,25/10/2023,26/10/2023,1,232,261,0,0,1000000253,
61297,09/11/2023,14/11/2023,4,231,144,0,0,1000000254,
61298,26/08/2023,08/09/2023,3,226,251,0,0,1000000255,
61299,18/12/2023,31/12/2023,2,260,184,1,1,1000000256,
61300,11/09/2023,22/09/2023,4,202,298,0,0,1000000257,
61301,11/12/2023,19/12/2023,4,228,247,0,0,1000000258,
61302,02/04/2023,08/04/2023,4,261,150,1,1,1000000259,
61303,26/12/2023,02/01/2024,3,296,219,0,0,1000000260,
61304,21/12/2023,29/12/2023,4,229,233,1,1,1000000261,
61305,09/08/2023,21/08/2023,2,276,65,0,0,1000000262,
61306,31/05/2023,03/06/2023,3,274,153,0,0,1000000263,
61307,26/05/2023,05/06/2023,3,249,292,0,0,1000000264,
61308,31/03/2023,14/04/2023,2,217,154,1,1,1000000265,
61309,24/10/2023,25/10/2023,4,243,24,0,0,1000000266,
61310,27/07/2023,09/08/2023,4,264,16,0,0,1000000267,
61311,13/09/2023,18/09/2023,2,265,174,0,0,1000000268,
61312,18/07/2023,29/07/2023,4,213,73,0,0,1000000269,
61313,23/05/2023,31/05/2023,4,202,259,0,0,1000000270,
61314,22/11/2023,28/11/2023,2,248,260,1,1,1000000271,
61315,27/11/2023,11/12/2023,3,226,123,1,1,1000000272,
61316,27/05/2023,06/06/2023,1,203,82,0,0,1000000273,
61317,27/09/2023,04/10/2023,3,252,9,0,0,1000000274,
61318,26/08/2023,05/09/2023,1,259,248,0,0,1000000275,
61319,15/09/2023,21/09/2023,1,217,71,0,0,1000000276,
61320,13/08/2023,24/08/2023,1,234,206,1,1,1000000277,
61321,19/10/2023,24/10/2023,4,248,208,1,1,1000000278,
61322,19/09/2023,01/10/2023,3,216,175,1,1,1000000279,
61323,02/04/2023,04/04/2023,2,266,202,1,1,1000000280,
61324,30/07/2023,10/08/2023,1,268,119,1,1,1000000281,
61325,05/07/2023,08/07/2023,2,254,93,0,0,1000000282,
61326,27/01/2023,05/02/2023,2,202,241,1,1,1000000283,
61327,23/06/2023,27/06/2023,3,216,6,0,0,1000000284,
61328,28/10/2023,09/11/2023,4,288,4,1,1,1000000285,
61329,25/04/2023,01/05/2023,4,248,295,1,1,1000000286,
61330,05/06/2023,07/06/2023,1,203,177,1,1,1000000287,
61331,31/08/2023,09/09/2023,4,276,204,1,1,1000000288,
61332,25/10/2023,03/11/2023,1,227,118,0,0,1000000289,
61333,17/01/2023,31/01/2023,1,293,72,1,1,1000000290,
61334,25/08/2023,27/08/2023,3,277,223,1,1,1000000291,
61335,24/04/2023,28/04/2023,1,284,55,1,1,1000000292,
61336,15/11/2023,18/11/2023,1,284,218,1,1,1000000293,
61337,24/11/2023,28/11/2023,1,204,74,0,0,1000000294,
61338,16/06/2023,29/06/2023,4,236,294,1,1,1000000295,
61339,29/09/2023,13/10/2023,3,300,203,0,0,1000000296,
61340,26/12/2023,02/01/2024,4,278,46,0,0,1000000297,
61341,19/02/2023,26/02/2023,2,202,177,1,1,1000000298,
61342,04/01/2023,14/01/2023,3,212,225,0,0,1000000299,
61343,22/03/2023,24/03/2023,4,243,176,1,1,1000000300,
61344,25/12/2023,09/01/2024,4,228,10,0,0,1000000301,
61345,19/08/2023,25/08/2023,4,201,24,0,0,1000000302,
61346,10/05/2023,14/05/2023,3,221,118,0,0,1000000303,
61347,10/05/2023,11/05/2023,2,268,99,1,1,1000000304,
61348,22/02/2023,23/02/2023,3,208,77,1,1,1000000305,
61349,06/11/2023,17/11/2023,2,278,32,1,1,1000000306,
61350,12/09/2023,15/09/2023,3,236,143,1,1,1000000307,
61351,26/05/2023,04/06/2023,3,291,258,0,0,1000000308,
61352,02/06/2023,13/06/2023,3,247,5,0,0,1000000309,
61353,30/10/2023,14/11/2023,1,235,25,1,1,1000000310,
61354,31/08/2023,05/09/2023,2,294,21,0,0,1000000311,
61355,20/11/2023,27/11/2023,2,300,24,0,0,1000000312,
61356,28/10/2023,05/11/2023,2,268,175,1,1,1000000313,
61357,30/07/2023,08/08/2023,1,264,5,0,0,1000000314,
61358,07/10/2023,22/10/2023,3,217,177,0,0,1000000315,
61359,14/02/2023,18/02/2023,1,287,68,1,1,1000000316,
61360,13/08/2023,16/08/2023,1,258,73,0,0,1000000317,
61361,09/06/2023,16/06/2023,3,295,98,1,1,1000000318,
61362,02/11/2023,13/11/2023,1,299,15,1,1,1000000319,
61363,12/05/2023,20/05/2023,2,298,182,0,0,1000000320,
61364,04/02/2023,14/02/2023,2,252,126,0,0,1000000321,
61365,25/12/2023,28/12/2023,3,297,277,0,0,1000000322,
61366,16/09/2023,30/09/2023,3,248,43,1,1,1000000323,
61367,07/05/2023,13/05/2023,1,269,176,1,1,1000000324,
61368,15/01/2023,24/01/2023,4,229,102,0,0,1000000325,
61369,12/04/2023,27/04/2023,4,278,81,0,0,1000000326,
61370,28/03/2023,03/04/2023,4,245,102,1,1,1000000327,
61371,29/03/2023,06/04/2023,1,251,254,0,0,1000000328,
61372,13/11/2023,14/11/2023,3,259,175,0,0,1000000329,
61373,30/04/2023,01/05/2023,4,300,177,0,0,1000000330,
61374,17/01/2023,29/01/2023,2,276,85,0,0,1000000331,
61375,02/10/2023,06/10/2023,2,233,91,0,0,1000000332,
61376,25/12/2023,29/12/2023,2,222,118,1,1,1000000333,
61377,05/10/2023,06/10/2023,1,267,102,0,0,1000000334,
61378,19/03/2023,23/03/2023,2,270,211,1,1,1000000335,
61379,28/06/2023,11/07/2023,1,222,88,1,1,1000000336,
61380,21/02/2023,02/03/2023,2,285,169,0,0,1000000337,
61381,12/03/2023,24/03/2023,4,211,172,1,1,1000000338,
61382,26/03/2023,04/04/2023,3,283,97,1,1,1000000339,
61383,01/12/2023,05/12/2023,2,268,286,0,0,1000000340,
61384,18/05/2023,26/05/2023,2,229,23,1,1,1000000341,
61385,27/10/2023,02/11/2023,2,276,108,0,0,1000000342,
61386,05/10/2023,09/10/2023,1,248,284,0,0,1000000343,
61387,02/03/2023,15/03/2023,4,227,1,1,1,1000000344,
61388,05/07/2023,09/07/2023,1,215,147,1,1,1000000345,
61389,14/01/2023,16/01/2023,2,263,205,1,1,1000000346,
61390,25/08/2023,01/09/2023,1,224,137,1,1,1000000347,
61391,15/10/2023,18/10/2023,1,298,57,0,0,1000000348,
61392,25/06/2023,02/07/2023,3,218,84,0,0,1000000349,
61393,04/08/2023,16/08/2023,3,230,160,1,1,1000000350,
61394,19/10/2023,20/10/2023,1,238,26,1,1,1000000351,
61395,03/09/2023,16/09/2023,4,205,282,1,1,1000000352,
61396,05/05/2023,08/05/2023,1,209,255,1,1,1000000353,
61397,27/12/2023,02/01/2024,3,248,229,1,1,1000000354,
61398,04/12/2023,16/12/2023,2,231,77,1,1,1000000355,
61399,15/03/2023,23/03/2023,4,290,67,1,1,1000000356,
61400,18/02/2023,03/03/2023,4,256,194,0,0,1000000357,
61401,15/07/2023,30/07/2023,2,248,125,0,0,1000000358,
61402,03/04/2023,12/04/2023,2,233,52,0,0,1000000359,
61403,05/10/2023,12/10/2023,2,232,94,1,1,1000000360,
61404,03/08/2023,08/08/2023,2,210,261,1,1,1000000361,
61405,08/12/2023,22/12/2023,3,286,126,0,0,1000000362,
61406,09/02/2023,12/02/2023,1,256,72,0,0,1000000363,
61407,21/07/2023,31/07/2023,2,226,91,1,1,1000000364,
61408,11/07/2023,25/07/2023,3,248,19,0,0,1000000365,
61409,25/09/2023,01/10/2023,2,205,99,0,0,1000000366,
61410,27/10/2023,08/11/2023,4,296,295,1,1,1000000367,
61411,31/05/2023,01/06/2023,2,237,133,1,1,1000000368,
61412,07/05/2023,16/05/2023,4,247,261,1,1,1000000369,
61413,24/06/2023,09/07/2023,2,234,168,1,1,1000000370,
61414,29/12/2023,03/01/2024,2,255,272,1,1,1000000371,
61415,14/01/2023,18/01/2023,1,291,296,1,1,1000000372,
61416,09/06/2023,17/06/2023,4,202,298,0,0,1000000373,
61417,22/02/2023,05/03/2023,2,290,155,0,0,1000000374,
61418,04/09/2023,08/09/2023,1,228,111,0,0,1000000375,
61419,17/01/2023,26/01/2023,3,279,149,1,1,1000000376,
61420,30/11/2023,06/12/2023,2,244,173,1,1,1000000377,
61421,26/12/2023,05/01/2024,1,218,105,0,0,1000000378,
61422,08/11/2023,13/11/2023,4,212,273,1,1,1000000379,
61423,24/07/2023,04/08/2023,3,277,91,1,1,1000000380,
61424,26/08/2023,03/09/2023,1,264,136,0,0,1000000381,
61425,02/06/2023,14/06/2023,1,251,152,0,0,1000000382,
61426,10/09/2023,14/09/2023,3,245,131,1,1,1000000383,
61427,26/03/2023,29/03/2023,2,246,80,0,0,1000000384,
61428,17/08/2023,18/08/2023,4,265,178,1,1,1000000385,
61429,03/12/2023,07/12/2023,2,246,279,0,0,1000000386,
61430,17/10/2023,24/10/2023,2,247,284,0,0,1000000387,
61431,02/08/2023,11/08/2023,4,259,208,0,0,1000000388,
61432,09/02/2023,22/02/2023,4,213,270,0,0,1000000389,
61433,18/12/2023,26/12/2023,3,212,255,0,0,1000000390,
61434,28/03/2023,30/03/2023,2,219,256,1,1,1000000391,
61435,07/01/2023,08/01/2023,4,281,204,0,0,1000000392,
61436,10/08/2023,17/08/2023,3,243,222,1,1,1000000393,
61437,18/11/2023,24/11/2023,2,296,267,0,0,1000000394,
61438,20/02/2023,04/03/2023,3,272,259,1,1,1000000395,
61439,13/06/2023,18/06/2023,3,265,265,1,1,1000000396,
61440,10/06/2023,14/06/2023,3,223,112,1,1,1000000397,
61441,05/08/2023,18/08/2023,3,230,64,0,0,1000000398,
61442,04/11/2023,08/11/2023,4,216,96,0,0,1000000399,
61443,25/10/2023,07/11/2023,1,219,122,0,0,1000000400,
61444,16/03/2023,23/03/2023,4,206,45,0,0,1000000401,
61445,15/05/2023,18/05/2023,1,228,294,0,0,1000000402,
61446,21/09/2023,22/09/2023,3,283,204,1,1,1000000403,
61447,17/05/2023,28/05/2023,1,214,98,1,1,1000000404,
61448,22/11/2023,25/11/2023,1,274,80,1,1,1000000405,
61449,08/11/2023,16/11/2023,1,261,129,0,0,1000000406,
61450,07/12/2023,19/12/2023,3,298,277,0,0,1000000407,
61451,06/01/2023,10/01/2023,3,268,253,1,1,1000000408,
61452,04/12/2023,12/12/2023,1,263,278,0,0,1000000409,
61453,12/11/2023,18/11/2023,3,300,11,1,1,1000000410,
61454,23/01/2023,28/01/2023,4,284,64,1,1,1000000411,
61455,07/09/2023,09/09/2023,1,294,84,1,1,1000000412,
61456,04/09/2023,10/09/2023,3,205,185,1,1,1000000413,
61457,23/12/2023,30/12/2023,4,272,83,1,1,1000000414,
61458,24/05/2023,06/06/2023,2,255,217,0,0,1000000415,
61459,15/08/2023,16/08/2023,2,259,164,0,0,1000000416,
61460,27/01/2023,28/01/2023,3,234,60,0,0,1000000417,
61461,12/03/2023,13/03/2023,1,224,10,0,0,1000000418,
