IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
16153,07/10/2020,16/10/2020,1,257,203,1,1,1000000105,
16154,30/07/2020,05/08/2020,1,216,146,1,1,1000000106,
16155,22/02/2020,07/03/2020,3,284,72,1,1,1000000107,
16156,04/10/2020,07/10/2020,1,202,30,1,1,1000000108,
16157,21/02/2020,25/02/2020,3,248,44,1,1,1000000109,
16158,28/05/2020,05/06/2020,1,284,159,0,0,1000000110,
16159,27/05/2020,03/06/2020,3,275,3,1,1,1000000111,
16160,13/04/2020,22/04/2020,4,252,235,0,0,1000000112,
16161,11/09/2020,13/09/2020,2,247,261,0,0,1000000113,
16162,23/07/2020,31/07/2020,4,277,109,1,1,1000000114,
16163,26/11/2020,11/12/2020,1,266,45,1,1,1000000115,
16164,27/12/2020,02/01/2021,1,236,244,0,0,1000000116,
16165,16/02/2020,26/02/2020,1,274,250,1,1,1000000117,
16166,14/10/2020,19/10/2020,4,250,272,0,0,1000000118,
16167,27/01/2020,11/02/2020,2,220,97,0,0,1000000119,
16168,28/01/2020,31/01/2020,2,239,37,0,0,1000000120,
16169,16/03/2020,18/03/2020,3,274,81,1,1,1000000121,
16170,17/02/2020,21/02/2020,3,233,234,0,0,1000000122,
16171,27/08/2020,06/09/2020,3,295,62,1,1,1000000123,
16172,20/02/2020,28/02/2020,2,251,248,0,0,1000000124,
16173,10/12/2020,20/12/2020,3,246,109,0,0,1000000125,
16174,28/11/2020,02/12/2020,2,245,297,1,1,1000000126,
16175,03/08/2020,14/08/2020,1,230,80,1,1,1000000127,
16176,23/03/2020,27/03/2020,3,226,48,0,0,1000000128,
16177,06/11/2020,13/11/2020,1,264,179,0,0,1000000129,
16178,10/11/2020,21/11/2020,1,274,114,1,1,1000000130,
16179,18/01/2020,19/01/2020,3,263,93,1,1,1000000131,
16180,10/09/2020,21/09/2020,3,225,35,1,1,1000000132,
16181,24/07/2020,25/07/2020,2,266,23,0,0,1000000133,
16182,18/10/2020,29/10/2020,2,240,24,1,1,1000000134,
16183,12/09/2020,19/09/2020,3,264,178,1,1,1000000135,
16184,10/12/2020,12/12/2020,3,300,275,1,1,1000000136,
16185,09/10/2020,17/10/2020,3,210,24,1,1,1000000137,
16186,04/07/2020,19/07/2020,2,229,105,1,1,1000000138,
16187,25/03/2020,01/04/2020,2,266,173,0,0,1000000139,
16188,31/07/2020,08/08/2020,3,202,220,0,0,1000000140,
16189,05/11/2020,06/11/2020,2,256,55,1,1,1000000141,
16190,18/04/2020,01/05/2020,3,269,111,0,0,1000000142,
16191,29/02/2020,14/03/2020,1,265,286,0,0,1000000143,
16192,03/02/2020,11/02/2020,2,218,282,0,0,1000000144,
16193,30/07/2020,06/08/2020,2,293,181,0,0,1000000145,
16194,22/05/2020,29/05/2020,3,210,265,1,1,1000000146,
16195,23/05/2020,26/05/2020,4,233,203,0,0,1000000147,
16196,04/12/2020,13/12/2020,2,219,47,1,1,1000000148,
16197,26/09/2020,06/10/2020,4,235,51,0,0,1000000149,
16198,26/06/2020,09/07/2020,3,296,191,1,1,1000000150,
16199,19/02/2020,29/02/2020,4,222,258,1,1,1000000151,
16200,03/09/2020,14/09/2020,3,281,34,1,1,1000000152,
16201,26/02/2020,28/02/2020,4,281,299,1,1,1000000153,
16202,20/10/2020,29/10/2020,2,247,34,0,0,1000000154,
16203,08/02/2020,15/02/2020,2,222,117,0,0,1000000155,
16204,18/07/2020,30/07/2020,2,230,210,1,1,1000000156,
16205,09/09/2020,16/09/2020,2,217,3,1,1,1000000157,
16206,21/12/2020,26/12/2020,3,208,136,0,0,1000000158,
16207,20/07/2020,29/07/2020,4,287,228,1,1,1000000159,
16208,29/04/2020,12/05/2020,4,263,86,0,0,1000000160,
16209,05/02/2020,07/02/2020,4,248,197,1,1,1000000161,
16210,20/07/2020,22/07/2020,1,299,208,0,0,1000000162,
16211,11/06/2020,26/06/2020,2,241,89,0,0,1000000163,
16212,07/09/2020,14/09/2020,4,283,215,0,0,1000000164,
16213,21/04/2020,22/04/2020,3,230,298,0,0,1000000165,
16214,26/04/2020,09/05/2020,3,247,202,1,1,1000000166,
16215,06/11/2020,09/11/2020,2,300,117,1,1,1000000167,
16216,01/04/2020,06/04/2020,3,224,157,1,1,1000000168,
16217,24/12/2020,26/12/2020,2,292,156,0,0,1000000169,
16218,19/10/2020,26/10/2020,1,238,104,0,0,1000000170,
16219,10/06/2020,14/06/2020,2,288,144,1,1,1000000171,
16220,03/08/2020,12/08/2020,4,212,138,1,1,1000000172,
16221,01/10/2020,10/10/2020,1,298,123,1,1,1000000173,
16222,21/05/2020,04/06/2020,1,268,266,0,0,1000000174,
16223,24/01/2020,04/02/2020,3,223,9,0,0,1000000175,
16224,22/12/2020,28/12/2020,3,281,29,0,0,1000000176,
16225,25/04/2020,10/05/2020,3,228,127,0,0,1000000177,
16226,02/04/2020,15/04/2020,4,299,16,0,0,1000000178,
16227,27/07/2020,11/08/2020,2,296,185,0,0,1000000179,
16228,20/09/2020,03/10/2020,1,211,16,0,0,1000000180,
16229,24/04/2020,04/05/2020,1,203,205,1,1,1000000181,
16230,04/10/2020,12/10/2020,1,236,92,0,0,1000000182,
16231,05/12/2020,10/12/2020,2,232,283,0,0,1000000183,
16232,06/10/2020,19/10/2020,1,289,289,1,1,1000000184,
16233,23/11/2020,25/11/2020,4,262,68,0,0,1000000185,
16234,14/12/2020,29/12/2020,2,249,251,1,1,1000000186,
16235,02/06/2020,14/06/2020,3,285,106,1,1,1000000187,
16236,30/10/2020,11/11/2020,1,276,46,1,1,1000000188,
16237,18/08/2020,02/09/2020,1,287,284,1,1,1000000189,
16238,22/08/2020,25/08/2020,4,226,69,0,0,1000000190,
16239,24/02/2020,28/02/2020,4,290,27,0,0,1000000191,
16240,23/02/2020,07/03/2020,2,253,295,0,0,1000000192,
16241,24/07/2020,08/08/2020,1,242,149,0,0,1000000193,
16242,28/09/2020,04/10/2020,1,231,246,0,0,1000000194,
16243,08/01/2020,10/01/2020,2,225,289,1,1,1000000195,
16244,11/02/2020,25/02/2020,2,245,294,1,1,1000000196,
16245,24/11/2020,30/11/2020,4,248,240,1,1,1000000197,
16246,19/10/2020,25/10/2020,3,213,293,0,0,1000000198,
16247,14/01/2020,28/01/2020,4,242,225,1,1,1000000199,
16248,17/11/2020,19/11/2020,3,218,131,1,1,1000000200,
16249,19/08/2020,26/08/2020,2,276,95,1,1,1000000201,
16250,11/02/2020,12/02/2020,2,288,152,0,0,1000000202,
16251,05/07/2020,19/07/2020,4,234,106,1,1,1000000203,
16252,06/06/2020,11/06/2020,2,209,141,0,0,1000000204,
16253,25/10/2020,02/11/2020,3,232,50,0,0,1000000205,
16254,22/11/2020,25/11/2020,1,261,175,1,1,1000000206,
16255,08/06/2020,20/06/2020,1,286,298,1,1,1000000207,
16256,12/11/2020,22/11/2020,2,273,268,0,0,1000000208,
16257,16/12/2020,24/12/2020,1,223,147,1,1,1000000209,
16258,31/07/2020,13/08/2020,2,287,31,0,0,1000000210,
16259,31/01/2020,12/02/2020,4,227,222,1,1,1000000211,
16260,05/06/2020,15/06/2020,4,210,113,1,1,1000000212,
16261,31/08/2020,03/09/2020,2,286,148,0,0,1000000213,
16262,30/05/2020,08/06/2020,1,278,98,1,1,1000000214,
16263,28/06/2020,05/07/2020,1,271,263,0,0,1000000215,
16264,17/12/2020,21/12/2020,3,295,202,1,1,1000000216,
16265,13/01/2020,21/01/2020,3,250,96,0,0,1000000217,
16266,27/04/2020,28/04/2020,3,236,254,1,1,1000000218,
16267,06/02/2020,16/02/2020,1,241,235,0,0,1000000219,
16268,30/07/2020,10/08/2020,4,224,210,0,0,1000000220,
16269,09/12/2020,13/12/2020,3,271,69,0,0,1000000221,
16270,25/10/2020,27/10/2020,1,232,282,0,0,1000000222,
16271,13/02/2020,19/02/2020,4,217,240,0,0,1000000223,
16272,30/04/2020,14/05/2020,1,211,36,0,0,1000000224,
16273,20/06/2020,05/07/2020,3,240,65,1,1,1000000225,
16274,18/12/2020,26/12/2020,4,242,26,0,0,1000000226,
16275,15/01/2020,30/01/2020,1,295,106,0,0,1000000227,
16276,18/12/2020,20/12/2020,1,235,130,0,0,1000000228,
16277,28/02/2020,01/03/2020,1,248,228,0,0,1000000229,
16278,27/10/2020,01/11/2020,1,238,262,1,1,1000000230,
16279,08/03/2020,18/03/2020,3,218,228,0,0,1000000231,
16280,24/05/2020,01/06/2020,1,240,83,1,1,1000000232,
16281,09/09/2020,13/09/2020,4,243,300,0,0,1000000233,
16282,11/08/2020,16/08/2020,3,246,179,1,1,1000000234,
16283,20/11/2020,02/12/2020,3,229,5,0,0,1000000235,
16284,27/09/2020,09/10/2020,3,234,293,0,0,1000000236,
16285,18/10/2020,01/11/2020,3,247,237,1,1,1000000237,
16286,21/10/2020,23/10/2020,3,291,132,1,1,1000000238,
16287,12/03/2020,21/03/2020,3,284,23,0,0,1000000239,
16288,10/07/2020,15/07/2020,1,240,161,0,0,1000000240,
16289,27/08/2020,29/08/2020,1,250,225,0,0,1000000241,
16290,18/07/2020,19/07/2020,4,298,233,0,0,1000000242,
16291,12/09/2020,26/09/2020,3,283,86,0,0,1000000243,
16292,29/07/2020,09/08/2020,2,270,19,0,0,1000000244,
16293,12/05/2020,20/05/2020,3,223,121,0,0,1000000245,
16294,05/10/2020,16/10/2020,4,243,176,0,0,1000000246,
16295,05/08/2020,20/08/2020,2,278,62,1,1,1000000247,
16296,30/08/2020,07/09/2020,1,233,261,1,1,1000000248,
16297,23/02/2020,29/02/2020,2,240,193,1,1,1000000249,
16298,16/07/2020,25/07/2020,3,208,218,0,0,1000000250,
16299,16/01/2020,26/01/2020,4,277,189,1,1,1000000251,
16300,08/07/2020,13/07/2020,3,260,185,1,1,1000000252,
16301,20/02/2020,25/02/2020,3,204,138,0,0,1000000253,
16302,26/06/2020,02/07/2020,1,247,295,0,0,1000000254,
16303,01/09/2020,08/09/2020,4,253,156,0,0,1000000255,
16304,14/09/2020,22/09/2020,3,250,135,0,0,1000000256,
16305,30/07/2020,03/08/2020,2,220,97,0,0,1000000257,
16306,29/02/2020,04/03/2020,4,244,10,0,0,1000000258,
16307,28/03/2020,31/03/2020,4,234,97,1,1,1000000259,
16308,09/07/2020,24/07/2020,2,270,178,0,0,1000000260,
16309,08/09/2020,16/09/2020,3,294,8,0,0,1000000261,
16310,05/05/2020,14/05/2020,2,214,236,1,1,1000000262,
16311,18/05/2020,19/05/2020,1,298,201,1,1,1000000263,
16312,10/07/2020,21/07/2020,4,251,234,0,0,1000000264,
16313,13/07/2020,23/07/2020,2,271,59,0,0,1000000265,
16314,26/04/2020,05/05/2020,2,230,290,0,0,1000000266,
16315,24/05/2020,08/06/2020,2,215,106,1,1,1000000267,
16316,09/03/2020,22/03/2020,4,299,12,0,0,1000000268,
16317,03/08/2020,13/08/2020,2,284,38,1,1,1000000269,
16318,14/04/2020,15/04/2020,2,219,55,0,0,1000000270,
16319,13/08/2020,17/08/2020,1,225,65,0,0,1000000271,
16320,06/09/2020,18/09/2020,4,295,80,1,1,1000000272,
16321,10/10/2020,18/10/2020,4,208,137,0,0,1000000273,
16322,30/05/2020,05/06/2020,1,211,76,0,0,1000000274,
16323,07/12/2020,19/12/2020,2,206,25,0,0,1000000275,
16324,12/04/2020,20/04/2020,4,212,92,1,1,1000000276,
16325,04/02/2020,09/02/2020,4,220,284,0,0,1000000277,
16326,03/12/2020,04/12/2020,4,246,170,1,1,1000000278,
16327,02/08/2020,08/08/2020,2,259,165,0,0,1000000279,
16328,09/02/2020,21/02/2020,3,251,135,0,0,1000000280,
16329,18/07/2020,27/07/2020,1,297,47,1,1,1000000281,
16330,24/12/2020,06/01/2021,1,248,258,1,1,1000000282,
16331,02/08/2020,07/08/2020,2,297,14,0,0,1000000283,
16332,06/12/2020,08/12/2020,1,244,277,0,0,1000000284,
16333,24/05/2020,04/06/2020,1,232,285,1,1,1000000285,
16334,18/09/2020,03/10/2020,1,298,98,1,1,1000000286,
16335,09/10/2020,19/10/2020,3,286,289,1,1,1000000287,
16336,02/08/2020,04/08/2020,2,287,188,0,0,1000000288,
16337,14/01/2020,15/01/2020,3,217,103,1,1,1000000289,
16338,27/06/2020,10/07/2020,3,237,63,0,0,1000000290,
16339,23/01/2020,30/01/2020,3,228,13,1,1,1000000291,
16340,05/02/2020,07/02/2020,4,233,119,0,0,1000000292,
16341,18/04/2020,26/04/2020,1,255,189,0,0,1000000293,
16342,05/07/2020,10/07/2020,2,281,231,1,1,1000000294,
16343,20/03/2020,24/03/2020,4,218,276,0,0,1000000295,
16344,02/02/2020,09/02/2020,1,238,26,0,0,1000000296,
16345,27/06/2020,01/07/2020,2,205,267,0,0,1000000297,
16346,24/11/2020,26/11/2020,2,231,114,1,1,1000000298,
16347,13/04/2020,14/04/2020,4,216,15,0,0,1000000299,
16348,17/05/2020,18/05/2020,3,268,223,1,1,1000000300,
16349,12/01/2020,17/01/2020,3,238,123,0,0,1000000301,
16350,10/03/2020,19/03/2020,1,205,194,1,1,1000000302,
16351,12/11/2020,20/11/2020,2,248,122,1,1,1000000303,
16352,04/10/2020,06/10/2020,2,283,182,1,1,1000000304,
16353,29/10/2020,07/11/2020,2,276,42,1,1,1000000305,
16354,13/11/2020,22/11/2020,3,285,49,1,1,1000000306,
16355,06/03/2020,17/03/2020,3,221,11,1,1,1000000307,
16356,01/09/2020,15/09/2020,2,285,187,1,1,1000000308,
16357,27/06/2020,01/07/2020,2,249,291,1,1,1000000309,
16358,31/10/2020,07/11/2020,3,296,130,0,0,1000000310,
16359,21/06/2020,04/07/2020,4,270,24,1,1,1000000311,
16360,06/10/2020,18/10/2020,2,293,13,0,0,1000000312,
16361,11/08/2020,26/08/2020,3,247,10,1,1,1000000313,
16362,02/06/2020,12/06/2020,3,284,176,1,1,1000000314,
16363,31/01/2020,02/02/2020,3,213,105,1,1,1000000315,
16364,10/03/2020,14/03/2020,2,233,163,1,1,1000000316,
16365,20/02/2020,22/02/2020,3,213,115,0,0,1000000317,
16366,18/12/2020,20/12/2020,2,215,126,1,1,1000000318,
16367,24/06/2020,26/06/2020,4,265,217,1,1,1000000319,
16368,05/11/2020,10/11/2020,3,243,299,0,0,1000000320,
16369,01/08/2020,02/08/2020,2,212,29,1,1,1000000321,
16370,27/06/2020,03/07/2020,4,205,26,0,0,1000000322,
16371,23/04/2020,01/05/2020,1,212,5,0,0,1000000323,
16372,06/07/2020,16/07/2020,2,270,64,1,1,1000000324,
16373,03/08/2020,14/08/2020,4,218,112,0,0,1000000325,
16374,28/12/2020,08/01/2021,1,238,237,0,0,1000000326,
16375,13/01/2020,23/01/2020,2,293,261,0,0,1000000327,
16376,10/04/2020,16/04/2020,1,255,231,1,1,1000000328,
16377,26/10/2020,04/11/2020,2,260,103,1,1,1000000329,
16378,15/02/2020,26/02/2020,3,231,79,0,0,1000000330,
16379,14/07/2020,21/07/2020,2,289,260,1,1,1000000331,
16380,29/05/2020,30/05/2020,3,271,13,0,0,1000000332,
16381,04/04/2020,06/04/2020,1,298,141,1,1,1000000333,
16382,16/11/2020,24/11/2020,3,296,186,1,1,1000000334,
16383,26/01/2020,28/01/2020,2,252,72,1,1,1000000335,
16384,08/10/2020,12/10/2020,4,229,17,1,1,1000000336,
16385,25/11/2020,28/11/2020,3,253,207,1,1,1000000337,
16386,02/05/2020,11/05/2020,4,295,48,0,0,1000000338,
16387,07/08/2020,16/08/2020,2,217,171,1,1,1000000339,
16388,21/08/2020,22/08/2020,2,271,18,0,0,1000000340,
16389,31/10/2020,03/11/2020,1,215,102,0,0,1000000341,
16390,19/02/2020,03/03/2020,1,213,92,1,1,1000000342,
16391,04/01/2020,18/01/2020,1,232,265,0,0,1000000343,
16392,19/05/2020,27/05/2020,3,254,80,1,1,1000000344,
16393,16/12/2020,25/12/2020,1,254,143,0,0,1000000345,
16394,26/07/2020,01/08/2020,4,241,145,1,1,1000000346,
16395,18/04/2020,30/04/2020,2,229,114,0,0,1000000347,
16396,23/07/2020,03/08/2020,2,222,72,0,0,1000000348,
16397,10/12/2020,22/12/2020,1,205,159,0,0,1000000349,
16398,22/02/2020,24/02/2020,3,237,129,1,1,1000000350,
16399,08/07/2020,14/07/2020,3,245,226,0,0,1000000351,
16400,12/10/2020,19/10/2020,1,247,241,1,1,1000000352,
16401,28/12/2020,30/12/2020,4,276,163,1,1,1000000353,
16402,26/10/2020,31/10/2020,4,207,249,1,1,1000000354,
16403,08/03/2020,10/03/2020,2,300,251,1,1,1000000355,
16404,19/09/2020,04/10/2020,1,235,175,1,1,1000000356,
16405,03/12/2020,13/12/2020,4,260,157,1,1,1000000357,
16406,09/01/2020,17/01/2020,1,284,210,1,1,1000000358,
16407,28/03/2020,05/04/2020,4,273,61,1,1,1000000359,
16408,15/04/2020,30/04/2020,4,282,269,0,0,1000000360,
16409,08/01/2020,16/01/2020,1,279,194,1,1,1000000361,
16410,13/12/2020,25/12/2020,2,299,291,0,0,1000000362,
16411,11/09/2020,14/09/2020,4,273,273,1,1,1000000363,
16412,26/03/2020,31/03/2020,3,220,167,1,1,1000000364,
16413,17/08/2020,18/08/2020,4,268,45,1,1,1000000365,
16414,31/03/2020,07/04/2020,2,247,14,0,0,1000000366,
16415,12/01/2020,26/01/2020,3,279,269,1,1,1000000367,
16416,22/05/2020,06/06/2020,1,219,152,0,0,1000000368,
16417,17/03/2020,27/03/2020,2,242,1,0,0,1000000369,
16418,09/06/2020,13/06/2020,2,287,39,1,1,1000000370,
16419,24/10/2020,28/10/2020,2,298,93,0,0,1000000371,
16420,18/12/2020,31/12/2020,4,201,85,1,1,1000000372,
16421,30/09/2020,13/10/2020,2,220,21,0,0,1000000373,
16422,13/08/2020,17/08/2020,4,267,150,0,0,1000000374,
16423,13/05/2020,19/05/2020,3,295,35,0,0,1000000375,
16424,01/02/2020,09/02/2020,4,208,116,1,1,1000000376,
16425,02/05/2020,09/05/2020,1,258,174,0,0,1000000377,
16426,04/03/2020,11/03/2020,3,234,32,1,1,1000000378,
16427,30/11/2020,10/12/2020,2,247,92,1,1,1000000379,
16428,16/11/2020,27/11/2020,4,239,208,1,1,1000000380,
16429,09/10/2020,15/10/2020,1,271,141,0,0,1000000381,
16430,12/09/2020,17/09/2020,4,253,203,0,0,1000000382,
16431,17/09/2020,29/09/2020,1,233,20,0,0,1000000383,
16432,13/10/2020,25/10/2020,4,241,111,0,0,1000000384,
16433,03/12/2020,13/12/2020,2,232,258,1,1,1000000385,
16434,01/12/2020,15/12/2020,1,227,256,0,0,1000000386,
16435,26/06/2020,07/07/2020,3,263,100,1,1,1000000387,
16436,13/11/2020,24/11/2020,3,289,98,1,1,1000000388,
16437,09/10/2020,20/10/2020,1,287,241,0,0,1000000389,
16438,07/07/2020,20/07/2020,2,282,298,0,0,1000000390,
16439,07/09/2020,15/09/2020,4,292,21,0,0,1000000391,
16440,02/02/2020,13/02/2020,4,247,120,0,0,1000000392,
16441,12/05/2020,17/05/2020,2,223,296,1,1,1000000393,
16442,09/03/2020,19/03/2020,4,260,269,0,0,1000000394,
16443,23/08/2020,04/09/2020,2,210,264,1,1,1000000395,
16444,16/06/2020,27/06/2020,1,211,10,1,1,1000000396,
16445,04/03/2020,11/03/2020,2,288,185,0,0,1000000397,
16446,30/09/2020,12/10/2020,2,203,269,0,0,1000000398,
16447,02/02/2020,09/02/2020,4,274,271,0,0,1000000399,
16448,26/10/2020,07/11/2020,2,291,32,1,1,1000000400,
16449,10/03/2020,24/03/2020,4,252,194,0,0,1000000401,
16450,18/04/2020,20/04/2020,1,269,279,0,0,1000000402,
16451,02/02/2020,11/02/2020,3,289,6,1,1,1000000403,
16452,06/09/2020,12/09/2020,3,275,152,0,0,1000000404,
16453,08/11/2020,16/11/2020,1,273,251,0,0,1000000405,
16454,22/10/2020,06/11/2020,4,222,2,0,0,1000000406,
16455,02/08/2020,09/08/2020,2,226,198,0,0,1000000407,
16456,18/05/2020,22/05/2020,4,244,297,0,0,1000000408,
16457,17/02/2020,18/02/2020,1,263,25,1,1,1000000409,
16458,26/09/2020,10/10/2020,1,269,230,0,0,1000000410,
16459,06/08/2020,17/08/2020,1,255,63,1,1,1000000411,
16460,27/03/2020,07/04/2020,3,218,268,1,1,1000000412,
16461,02/03/2020,06/03/2020,1,246,117,0,0,1000000413,
16462,28/07/2020,29/07/2020,1,233,14,1,1,1000000414,
16463,17/12/2020,01/01/2021,2,214,87,0,0,1000000415,
16464,26/11/2020,05/12/2020,2,295,263,1,1,1000000416,
16465,02/08/2020,04/08/2020,4,259,213,1,1,1000000417,
16466,16/02/2020,19/02/2020,4,218,159,1,1,1000000418,
