IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
51228,24/08/2022,02/09/2022,3,226,184,1,1,1000005184,
51229,09/11/2022,12/11/2022,3,217,3,0,0,1000005185,
51230,05/07/2022,12/07/2022,4,228,246,0,0,1000005186,
51231,12/04/2022,26/04/2022,1,254,15,0,0,1000005187,
51232,25/06/2022,05/07/2022,4,209,69,0,0,1000005188,
51233,13/11/2022,14/11/2022,3,204,128,0,0,1000005189,
51234,16/11/2022,21/11/2022,2,246,66,0,0,1000005190,
51235,20/02/2022,23/02/2022,2,237,67,1,1,1000005191,
51236,31/10/2022,14/11/2022,3,240,141,0,0,1000005192,
51237,12/04/2022,17/04/2022,3,265,62,0,0,1000005193,
51238,18/07/2022,02/08/2022,4,284,281,1,1,1000005194,
51239,27/02/2022,09/03/2022,4,254,256,1,1,1000005195,
51240,05/08/2022,08/08/2022,1,222,110,0,0,1000005196,
51241,08/06/2022,20/06/2022,3,231,38,1,1,1000005197,
51242,10/06/2022,12/06/2022,3,281,163,0,0,1000005198,
51243,10/07/2022,18/07/2022,4,236,61,1,1,1000005199,
51244,25/07/2022,02/08/2022,3,242,42,1,1,1000005200,
51245,24/06/2022,05/07/2022,2,245,138,0,0,1000005201,
51246,11/12/2022,24/12/2022,1,279,204,1,1,1000005202,
51247,27/12/2022,03/01/2023,4,203,201,0,0,1000005203,
51248,30/01/2022,09/02/2022,4,224,245,1,1,1000005204,
51249,02/03/2022,08/03/2022,1,266,206,1,1,1000005205,
51250,06/01/2022,09/01/2022,1,242,209,0,0,1000005206,
51251,14/06/2022,26/06/2022,4,285,277,1,1,1000005207,
51252,27/10/2022,11/11/2022,2,207,51,0,0,1000005208,
51253,18/07/2022,23/07/2022,2,204,80,0,0,1000005209,
51254,07/12/2022,17/12/2022,2,288,256,0,0,1000005210,
51255,03/02/2022,16/02/2022,4,244,257,1,1,1000005211,
51256,27/05/2022,03/06/2022,4,201,241,1,1,1000005212,
51257,16/07/2022,26/07/2022,3,243,15,0,0,1000005213,
51258,01/01/2022,06/01/2022,4,262,199,0,0,1000005214,
51259,03/01/2022,12/01/2022,2,239,263,1,1,1000005215,
51260,25/10/2022,02/11/2022,2,249,28,1,1,1000005216,
51261,14/03/2022,23/03/2022,1,238,3,1,1,1000005217,
51262,02/07/2022,11/07/2022,4,210,276,0,0,1000005218,
51263,25/06/2022,06/07/2022,4,264,200,1,1,1000005219,
51264,14/09/2022,26/09/2022,1,258,109,1,1,1000005220,
51265,03/07/2022,13/07/2022,3,227,35,0,0,1000005221,
51266,12/08/2022,22/08/2022,4,259,99,0,0,1000005222,
51267,11/04/2022,19/04/2022,1,229,286,0,0,1000005223,
51268,04/07/2022,09/07/2022,1,265,269,1,1,1000005224,
51269,09/10/2022,14/10/2022,4,232,190,0,0,1000005225,
51270,15/01/2022,26/01/2022,1,281,217,0,0,1000005226,
51271,18/05/2022,24/05/2022,1,257,52,0,0,1000005227,
51272,26/06/2022,10/07/2022,1,295,108,0,0,1000005228,
51273,05/10/2022,15/10/2022,1,298,145,0,0,1000005229,
51274,05/08/2022,17/08/2022,3,256,29,1,1,1000005230,
51275,13/03/2022,25/03/2022,4,233,208,0,0,1000005231,
51276,07/07/2022,19/07/2022,1,275,139,0,0,1000005232,
51277,28/11/2022,10/12/2022,4,232,247,0,0,1000005233,
51278,16/02/2022,28/02/2022,3,205,281,1,1,1000005234,
51279,05/05/2022,16/05/2022,4,266,54,0,0,1000005235,
51280,11/04/2022,13/04/2022,2,247,204,1,1,1000005236,
51281,15/08/2022,17/08/2022,1,243,297,1,1,1000005237,
51282,10/12/2022,11/12/2022,3,293,13,1,1,1000005238,
51283,09/10/2022,24/10/2022,4,272,32,1,1,1000005239,
51284,27/05/2022,06/06/2022,4,206,64,0,0,1000005240,
51285,12/11/2022,26/11/2022,2,300,70,0,0,1000005241,
51286,16/01/2022,26/01/2022,1,288,192,0,0,1000005242,
51287,31/07/2022,15/08/2022,2,299,44,1,1,1000005243,
51288,24/05/2022,03/06/2022,2,289,252,1,1,1000005244,
51289,29/11/2022,12/12/2022,3,267,138,1,1,1000005245,
51290,03/03/2022,11/03/2022,2,279,114,1,1,1000005246,
51291,14/01/2022,21/01/2022,1,275,217,0,0,1000005247,
51292,21/07/2022,24/07/2022,3,249,124,1,1,1000005248,
51293,18/12/2022,19/12/2022,4,211,283,0,0,1000005249,
51294,10/08/2022,12/08/2022,1,218,252,0,0,1000005250,
51295,26/06/2022,07/07/2022,4,296,282,0,0,1000005251,
51296,22/10/2022,31/10/2022,2,265,184,0,0,1000005252,
51297,16/04/2022,22/04/2022,4,263,131,0,0,1000005253,
51298,30/07/2022,07/08/2022,3,215,120,1,1,1000005254,
51299,12/06/2022,27/06/2022,4,277,86,0,0,1000005255,
51300,21/01/2022,23/01/2022,1,242,262,0,0,1000005256,
51301,01/11/2022,12/11/2022,1,204,46,1,1,1000005257,
51302,17/05/2022,25/05/2022,2,297,259,0,0,1000005258,
51303,10/11/2022,24/11/2022,1,235,243,1,1,1000005259,
51304,22/08/2022,29/08/2022,2,225,238,1,1,1000005260,
51305,28/08/2022,29/08/2022,4,286,248,0,0,1000005261,
51306,11/06/2022,19/06/2022,3,211,246,0,0,1000005262,
51307,06/11/2022,20/11/2022,1,246,190,1,1,1000005263,
51308,01/08/2022,03/08/2022,4,232,28,0,0,1000005264,
51309,27/06/2022,01/07/2022,4,253,283,1,1,1000005265,
51310,27/07/2022,30/07/2022,3,221,211,0,0,1000005266,
51311,17/03/2022,30/03/2022,4,206,228,0,0,1000005267,
51312,14/10/2022,29/10/2022,2,297,281,0,0,1000005268,
51313,29/05/2022,12/06/2022,3,214,158,0,0,1000005269,
51314,07/10/2022,17/10/2022,4,274,292,0,0,1000005270,
51315,13/04/2022,17/04/2022,3,216,48,1,1,1000005271,
51316,08/06/2022,12/06/2022,2,263,10,1,1,1000005272,
51317,17/06/2022,18/06/2022,2,242,214,1,1,1000005273,
51318,03/01/2022,08/01/2022,1,287,169,0,0,1000005274,
51319,28/03/2022,29/03/2022,1,233,135,0,0,1000005275,
51320,01/04/2022,04/04/2022,4,251,241,0,0,1000005276,
51321,12/06/2022,13/06/2022,4,236,285,0,0,1000005277,
51322,25/09/2022,07/10/2022,2,296,131,1,1,1000005278,
51323,10/12/2022,20/12/2022,4,249,146,0,0,1000005279,
51324,15/06/2022,29/06/2022,3,255,193,0,0,1000005280,
51325,22/10/2022,29/10/2022,1,226,67,1,1,1000005281,
51326,12/04/2022,20/04/2022,3,230,69,1,1,1000005282,
51327,11/05/2022,15/05/2022,2,266,144,1,1,1000005283,
51328,08/05/2022,20/05/2022,4,275,211,1,1,1000005284,
51329,17/09/2022,01/10/2022,4,203,259,0,0,1000005285,
51330,14/01/2022,22/01/2022,1,211,272,0,0,1000005286,
51331,09/07/2022,24/07/2022,4,212,253,1,1,1000005287,
51332,11/02/2022,26/02/2022,3,262,202,1,1,1000005288,
51333,04/06/2022,14/06/2022,4,299,93,0,0,1000005289,
51334,12/04/2022,20/04/2022,4,206,32,0,0,1000005290,
51335,25/10/2022,31/10/2022,2,218,208,0,0,1000005291,
51336,01/01/2022,11/01/2022,1,223,267,0,0,1000005292,
51337,03/09/2022,05/09/2022,3,227,138,0,0,1000005293,
51338,10/07/2022,25/07/2022,4,256,6,0,0,1000005294,
51339,23/06/2022,08/07/2022,1,228,80,0,0,1000005295,
51340,02/11/2022,04/11/2022,3,259,159,1,1,1000005296,
51341,05/02/2022,12/02/2022,2,264,51,1,1,1000005297,
51342,18/10/2022,31/10/2022,2,201,125,0,0,1000005298,
51343,16/06/2022,22/06/2022,1,209,3,1,1,1000005299,
51344,31/03/2022,03/04/2022,2,249,209,0,0,1000005300,
51345,10/03/2022,18/03/2022,3,237,85,0,0,1000005301,
51346,09/07/2022,12/07/2022,2,290,24,1,1,1000005302,
51347,12/03/2022,22/03/2022,4,217,110,1,1,1000005303,
51348,25/09/2022,03/10/2022,3,268,156,0,0,1000005304,
51349,30/10/2022,10/11/2022,1,267,115,1,1,1000005305,
51350,24/04/2022,04/05/2022,4,254,1,1,1,1000005306,
51351,07/08/2022,21/08/2022,2,254,245,0,0,1000005307,
51352,25/03/2022,27/03/2022,4,286,166,0,0,1000005308,
51353,25/07/2022,31/07/2022,2,215,213,1,1,1000005309,
51354,02/08/2022,10/08/2022,3,227,205,0,0,1000005310,
51355,12/08/2022,24/08/2022,4,253,207,0,0,1000005311,
51356,08/04/2022,16/04/2022,4,268,263,0,0,1000005312,
51357,24/07/2022,29/07/2022,4,240,300,0,0,1000005313,
51358,30/03/2022,06/04/2022,2,236,298,1,1,1000005314,
51359,14/04/2022,25/04/2022,4,297,173,0,0,1000005315,
51360,18/03/2022,29/03/2022,1,280,245,0,0,1000005316,
51361,30/08/2022,12/09/2022,3,273,123,0,0,1000005317,
51362,20/11/2022,05/12/2022,1,236,261,0,0,1000005318,
51363,17/11/2022,20/11/2022,2,218,114,1,1,1000005319,
51364,14/03/2022,24/03/2022,3,288,162,0,0,1000005320,
51365,21/04/2022,25/04/2022,4,289,140,0,0,1000005321,
51366,14/03/2022,29/03/2022,1,283,21,0,0,1000005322,
51367,13/11/2022,25/11/2022,4,218,66,0,0,1000005323,
51368,21/10/2022,24/10/2022,3,256,82,1,1,1000005324,
51369,13/06/2022,15/06/2022,1,221,268,0,0,1000005325,
51370,22/01/2022,25/01/2022,2,297,193,0,0,1000005326,
51371,16/09/2022,26/09/2022,1,219,95,0,0,1000005327,
51372,20/01/2022,29/01/2022,2,207,122,1,1,1000005328,
51373,07/07/2022,16/07/2022,1,285,203,1,1,1000005329,
51374,26/08/2022,05/09/2022,4,227,39,1,1,1000005330,
51375,21/08/2022,24/08/2022,4,239,192,1,1,1000005331,
51376,28/06/2022,30/06/2022,1,236,253,1,1,1000005332,
51377,24/12/2022,03/01/2023,4,208,165,0,0,1000005333,
51378,28/10/2022,03/11/2022,3,233,69,1,1,1000005334,
51379,26/03/2022,28/03/2022,1,209,260,1,1,1000005335,
51380,03/05/2022,09/05/2022,3,287,68,1,1,1000005336,
51381,07/06/2022,16/06/2022,1,244,248,0,0,1000005337,
51382,02/11/2022,12/11/2022,3,233,132,1,1,1000005338,
51383,31/03/2022,06/04/2022,3,292,246,0,0,1000005339,
51384,30/10/2022,31/10/2022,2,276,230,1,1,1000005340,
51385,08/11/2022,16/11/2022,1,210,70,1,1,1000005341,
51386,15/03/2022,19/03/2022,4,244,175,1,1,1000005342,
51387,24/11/2022,08/12/2022,2,218,204,1,1,1000005343,
51388,10/10/2022,20/10/2022,4,283,185,1,1,1000005344,
51389,28/10/2022,02/11/2022,1,233,81,0,0,1000005345,
51390,09/09/2022,10/09/2022,2,270,44,0,0,1000005346,
51391,24/06/2022,08/07/2022,4,251,53,0,0,1000005347,
51392,15/01/2022,25/01/2022,1,250,298,1,1,1000005348,
51393,18/08/2022,31/08/2022,3,257,114,1,1,1000005349,
51394,17/12/2022,18/12/2022,3,224,287,0,0,1000005350,
51395,19/01/2022,29/01/2022,3,212,160,0,0,1000005351,
51396,10/01/2022,13/01/2022,3,263,177,1,1,1000005352,
51397,28/11/2022,03/12/2022,2,294,167,1,1,1000005353,
51398,18/04/2022,30/04/2022,1,221,300,0,0,1000005354,
51399,01/07/2022,06/07/2022,2,227,40,0,0,1000005355,
51400,21/08/2022,02/09/2022,3,232,13,1,1,1000005356,
51401,17/04/2022,21/04/2022,2,206,174,0,0,1000005357,
51402,12/11/2022,16/11/2022,1,238,292,1,1,1000005358,
51403,24/04/2022,06/05/2022,4,223,49,0,0,1000005359,
51404,20/11/2022,24/11/2022,2,229,227,0,0,1000005360,
51405,26/06/2022,08/07/2022,4,204,57,1,1,1000005361,
51406,03/11/2022,06/11/2022,4,246,109,1,1,1000005362,
51407,05/04/2022,06/04/2022,2,266,74,1,1,1000005363,
51408,15/04/2022,19/04/2022,1,227,159,0,0,1000005364,
51409,02/01/2022,12/01/2022,4,214,22,0,0,1000005365,
51410,13/05/2022,19/05/2022,1,221,72,0,0,1000005366,
51411,12/01/2022,23/01/2022,1,249,187,1,1,1000005367,
51412,25/05/2022,04/06/2022,2,294,187,1,1,1000005368,
51413,17/07/2022,29/07/2022,1,269,96,0,0,1000005369,
51414,20/12/2022,24/12/2022,1,297,41,0,0,1000005370,
51415,14/03/2022,15/03/2022,4,256,177,1,1,1000005371,
51416,21/09/2022,26/09/2022,2,292,205,1,1,1000005372,
51417,13/08/2022,18/08/2022,1,284,120,0,0,1000005373,
51418,19/03/2022,20/03/2022,2,232,25,1,1,1000005374,
51419,28/02/2022,15/03/2022,1,275,91,0,0,1000005375,
51420,15/03/2022,29/03/2022,2,288,192,1,1,1000005376,
51421,30/06/2022,13/07/2022,2,297,102,0,0,1000005377,
51422,27/04/2022,03/05/2022,4,276,228,1,1,1000005378,
51423,20/10/2022,30/10/2022,4,279,1,0,0,1000005379,
51424,20/05/2022,22/05/2022,3,271,167,0,0,1000005380,
51425,01/08/2022,15/08/2022,1,248,17,0,0,1000005381,
51426,15/04/2022,29/04/2022,3,295,17,1,1,1000005382,
51427,13/12/2022,14/12/2022,3,288,210,1,1,1000005383,
51428,22/12/2022,29/12/2022,1,216,45,1,1,1000005384,
51429,17/04/2022,22/04/2022,4,235,119,1,1,1000005385,
51430,28/10/2022,04/11/2022,3,280,228,1,1,1000005386,
51431,16/03/2022,17/03/2022,4,254,261,1,1,1000005387,
51432,21/11/2022,29/11/2022,2,298,159,0,0,1000005388,
51433,06/04/2022,17/04/2022,3,265,32,0,0,1000005389,
51434,07/04/2022,18/04/2022,2,238,259,1,1,1000005390,
51435,30/04/2022,05/05/2022,2,279,84,1,1,1000005391,
51436,30/07/2022,10/08/2022,1,208,246,0,0,1000005392,
51437,15/09/2022,26/09/2022,1,283,25,1,1,1000005393,
51438,14/03/2022,15/03/2022,1,244,58,1,1,1000005394,
51439,04/09/2022,12/09/2022,3,220,196,1,1,1000005395,
51440,06/01/2022,07/01/2022,2,277,170,0,0,1000005396,
51441,22/12/2022,02/01/2023,1,235,250,0,0,1000005397,
51442,18/01/2022,29/01/2022,3,285,92,0,0,1000005398,
51443,02/05/2022,03/05/2022,3,222,296,0,0,1000005399,
51444,23/07/2022,05/08/2022,3,264,291,1,1,1000005400,
51445,30/08/2022,03/09/2022,3,210,193,1,1,1000005401,
51446,04/03/2022,16/03/2022,3,259,173,0,0,1000005402,
51447,31/05/2022,15/06/2022,1,266,138,1,1,1000005403,
51448,07/06/2022,22/06/2022,1,224,256,0,0,1000005404,
51449,21/09/2022,06/10/2022,3,260,226,0,0,1000005405,
51450,25/08/2022,01/09/2022,1,277,54,0,0,1000005406,
51451,29/10/2022,13/11/2022,2,279,138,1,1,1000005407,
51452,06/04/2022,11/04/2022,1,254,72,0,0,1000005408,
51453,26/11/2022,04/12/2022,3,248,57,0,0,1000005409,
51454,22/11/2022,28/11/2022,2,289,2,0,0,1000005410,
51455,05/08/2022,20/08/2022,4,250,138,1,1,1000005411,
51456,20/04/2022,02/05/2022,3,234,32,1,1,1000005412,
51457,08/04/2022,15/04/2022,1,249,167,1,1,1000005413,
51458,04/10/2022,18/10/2022,1,289,74,1,1,1000005414,
51459,10/10/2022,20/10/2022,3,285,292,0,0,1000005415,
51460,01/10/2022,02/10/2022,2,201,122,0,0,1000005416,
51461,08/09/2022,13/09/2022,4,239,10,1,1,1000005417,
51462,24/08/2022,26/08/2022,2,230,42,1,1,1000005418,
