IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
1133,29/08/2019,07/09/2019,2,266,169,0,0,1000000084,
1134,18/11/2019,02/12/2019,2,204,135,0,0,1000000085,
1135,04/02/2019,08/02/2019,2,242,99,1,1,1000000086,
1136,22/10/2019,26/10/2019,2,285,111,0,0,1000000087,
1137,06/06/2019,19/06/2019,2,281,141,0,0,1000000088,
1138,18/02/2019,26/02/2019,2,252,88,0,0,1000000089,
1139,08/08/2019,18/08/2019,2,281,221,0,0,1000000090,
1140,07/09/2019,21/09/2019,2,207,107,1,1,1000000091,
1141,29/04/2019,10/05/2019,2,263,49,0,0,1000000092,
1142,17/08/2019,22/08/2019,2,293,267,0,0,1000000093,
1143,05/03/2019,14/03/2019,2,297,97,0,0,1000000094,
1144,19/01/2019,22/01/2019,2,271,112,0,0,1000000095,
1145,09/11/2019,14/11/2019,2,288,151,0,0,1000000096,
1146,06/04/2019,07/04/2019,2,212,185,0,0,1000000097,
1147,25/06/2019,03/07/2019,2,287,80,1,1,1000000098,
1148,30/11/2019,10/12/2019,2,202,116,1,1,1000000099,
1149,08/05/2019,14/05/2019,2,274,13,1,1,1000000100,
1150,29/11/2019,30/11/2019,2,271,206,0,0,1000000101,
1151,17/10/2019,01/11/2019,2,270,170,0,0,1000000102,
1152,11/02/2019,12/02/2019,2,271,111,0,0,1000000103,
1153,16/12/2019,30/12/2019,2,295,73,0,0,1000000104,
1154,27/06/2019,29/06/2019,2,292,226,1,1,1000000105,
1155,21/06/2019,22/06/2019,2,237,118,0,0,1000000106,
1156,15/05/2019,26/05/2019,2,210,120,1,1,1000000107,
1157,16/07/2019,26/07/2019,2,278,83,0,0,1000000108,
1158,26/12/2019,01/01/2020,2,207,63,1,1,1000000109,
1159,25/10/2019,01/11/2019,2,228,110,1,1,1000000110,
1160,20/09/2019,02/10/2019,2,244,224,1,1,1000000111,
1161,07/10/2019,12/10/2019,2,261,99,1,1,1000000112,
1162,16/01/2019,24/01/2019,2,269,161,1,1,1000000113,
1163,22/08/2019,27/08/2019,2,293,131,0,0,1000000114,
1164,28/09/2019,03/10/2019,2,300,80,1,1,1000000115,
1165,08/05/2019,13/05/2019,2,205,82,1,1,1000000116,
1166,14/12/2019,25/12/2019,2,270,17,1,1,1000000117,
1167,13/04/2019,19/04/2019,2,286,132,1,1,1000000118,
1168,08/05/2019,14/05/2019,2,216,128,1,1,1000000119,
1169,10/04/2019,17/04/2019,2,220,189,1,1,1000000120,
1170,04/05/2019,12/05/2019,2,287,295,1,1,1000000121,
1171,27/12/2019,09/01/2020,2,290,300,1,1,1000000122,
1172,28/08/2019,11/09/2019,2,264,197,1,1,1000000123,
1173,10/04/2019,22/04/2019,2,277,158,0,0,1000000124,
1174,17/04/2019,29/04/2019,2,205,143,1,1,1000000125,
1175,16/08/2019,22/08/2019,2,240,33,1,1,1000000126,
1176,12/04/2019,22/04/2019,2,201,235,0,0,1000000127,
1177,27/01/2019,28/01/2019,2,291,164,0,0,1000000128,
1178,03/07/2019,04/07/2019,2,214,51,0,0,1000000129,
1179,15/04/2019,18/04/2019,2,296,204,1,1,1000000130,
1180,24/01/2019,31/01/2019,2,222,178,1,1,1000000131,
1181,06/07/2019,08/07/2019,2,205,251,0,0,1000000132,
1182,30/05/2019,10/06/2019,2,278,56,1,1,1000000133,
1183,08/06/2019,23/06/2019,2,228,292,1,1,1000000134,
1184,03/06/2019,08/06/2019,2,223,67,0,0,1000000135,
1185,18/04/2019,20/04/2019,2,210,286,1,1,1000000136,
1186,14/11/2019,18/11/2019,2,213,40,0,0,1000000137,
1187,04/04/2019,18/04/2019,2,263,79,1,1,1000000138,
1188,03/09/2019,17/09/2019,2,300,115,0,0,1000000139,
1189,25/01/2019,03/02/2019,2,226,212,1,1,1000000140,
1190,28/05/2019,29/05/2019,2,293,119,0,0,1000000141,
1191,12/12/2019,23/12/2019,2,290,101,0,0,1000000142,
1192,11/11/2019,25/11/2019,2,209,107,0,0,1000000143,
1193,02/02/2019,08/02/2019,2,208,19,0,0,1000000144,
1194,07/06/2019,22/06/2019,2,260,123,1,1,1000000145,
1195,01/07/2019,16/07/2019,2,222,20,0,0,1000000146,
1196,16/10/2019,21/10/2019,2,257,134,1,1,1000000147,
1197,23/05/2019,01/06/2019,2,297,88,0,0,1000000148,
1198,06/09/2019,18/09/2019,2,276,99,1,1,1000000149,
1199,11/05/2019,21/05/2019,2,282,219,1,1,1000000150,
1200,22/03/2019,27/03/2019,2,287,294,1,1,1000000151,
1201,26/02/2019,28/02/2019,2,259,266,0,0,1000000152,
1202,07/09/2019,15/09/2019,2,221,285,0,0,1000000153,
1203,18/07/2019,28/07/2019,2,298,75,0,0,1000000154,
1204,05/02/2019,18/02/2019,2,292,221,1,1,1000000155,
1205,23/09/2019,04/10/2019,2,208,85,1,1,1000000156,
1206,12/02/2019,18/02/2019,2,251,278,0,0,1000000157,
1207,31/10/2019,12/11/2019,2,212,241,1,1,1000000158,
1208,26/04/2019,04/05/2019,2,276,215,1,1,1000000159,
1209,17/07/2019,24/07/2019,2,273,194,1,1,1000000160,
1210,27/07/2019,10/08/2019,2,240,300,1,1,1000000161,
1211,27/04/2019,05/05/2019,2,224,21,0,0,1000000162,
1212,30/12/2019,13/01/2020,2,233,155,0,0,1000000163,
1213,23/02/2019,06/03/2019,2,232,146,1,1,1000000164,
1214,14/08/2019,24/08/2019,2,271,245,1,1,1000000165,
1215,01/11/2019,14/11/2019,2,245,226,0,0,1000000166,
1216,09/07/2019,17/07/2019,2,286,169,0,0,1000000167,
1217,17/07/2019,28/07/2019,2,234,43,0,0,1000000168,
1218,01/10/2019,09/10/2019,2,284,209,0,0,1000000169,
1219,10/01/2019,18/01/2019,2,263,56,1,1,1000000170,
1220,04/09/2019,10/09/2019,2,267,300,1,1,1000000171,
1221,26/10/2019,05/11/2019,2,211,3,1,1,1000000172,
1222,27/06/2019,05/07/2019,2,279,60,0,0,1000000173,
1223,11/12/2019,20/12/2019,2,287,215,1,1,1000000174,
1224,09/06/2019,14/06/2019,2,243,262,0,0,1000000175,
1225,27/04/2019,04/05/2019,2,245,191,1,1,1000000176,
1226,03/10/2019,10/10/2019,2,208,288,1,1,1000000177,
1227,09/11/2019,16/11/2019,2,272,73,1,1,1000000178,
1228,27/06/2019,05/07/2019,2,233,87,0,0,1000000179,
1229,30/12/2019,02/01/2020,2,269,57,0,0,1000000180,
1230,21/08/2019,30/08/2019,2,274,244,1,1,1000000181,
1231,25/06/2019,07/07/2019,2,245,122,1,1,1000000182,
1232,09/02/2019,18/02/2019,2,204,155,0,0,1000000183,
1233,15/09/2019,29/09/2019,2,218,190,1,1,1000000184,
1234,25/01/2019,31/01/2019,2,235,237,0,0,1000000185,
1235,04/02/2019,18/02/2019,2,218,132,0,0,1000000186,
1236,12/09/2019,15/09/2019,2,291,158,0,0,1000000187,
1237,22/04/2019,03/05/2019,2,296,247,0,0,1000000188,
1238,24/06/2019,04/07/2019,2,267,68,1,1,1000000189,
1239,29/09/2019,04/10/2019,2,226,228,0,0,1000000190,
1240,17/06/2019,22/06/2019,2,299,286,0,0,1000000191,
1241,28/05/2019,08/06/2019,2,248,84,0,0,1000000192,
1242,19/03/2019,20/03/2019,2,228,296,0,0,1000000193,
1243,13/10/2019,16/10/2019,2,269,45,0,0,1000000194,
1244,21/06/2019,01/07/2019,2,221,122,0,0,1000000195,
1245,22/11/2019,25/11/2019,2,254,234,1,1,1000000196,
1246,19/03/2019,01/04/2019,2,227,171,0,0,1000000197,
1247,03/08/2019,18/08/2019,2,260,221,1,1,1000000198,
1248,12/03/2019,22/03/2019,2,243,49,1,1,1000000199,
1249,06/12/2019,18/12/2019,2,237,186,1,1,1000000200,
1250,19/02/2019,04/03/2019,2,298,174,1,1,1000000201,
1251,29/08/2019,11/09/2019,2,277,171,1,1,1000000202,
1252,26/04/2019,27/04/2019,2,255,114,1,1,1000000203,
1253,14/09/2019,21/09/2019,2,237,22,1,1,1000000204,
1254,14/10/2019,17/10/2019,2,202,182,0,0,1000000205,
1255,14/12/2019,22/12/2019,2,274,62,0,0,1000000206,
1256,08/04/2019,20/04/2019,2,240,204,0,0,1000000207,
1257,22/11/2019,23/11/2019,2,229,260,1,1,1000000208,
1258,12/10/2019,14/10/2019,2,259,42,0,0,1000000209,
1259,03/10/2019,06/10/2019,2,205,16,0,0,1000000210,
1260,19/02/2019,20/02/2019,2,227,143,1,1,1000000211,
1261,24/03/2019,01/04/2019,2,232,209,0,0,1000000212,
1262,10/09/2019,15/09/2019,2,223,150,0,0,1000000213,
1263,29/03/2019,09/04/2019,2,268,6,0,0,1000000214,
1264,05/01/2019,14/01/2019,2,231,217,0,0,1000000215,
1265,23/09/2019,08/10/2019,2,215,171,1,1,1000000216,
1266,13/03/2019,18/03/2019,2,219,216,0,0,1000000217,
1267,16/03/2019,31/03/2019,2,223,23,0,0,1000000218,
1268,05/01/2019,16/01/2019,2,216,236,1,1,1000000219,
1269,20/10/2019,31/10/2019,2,260,67,0,0,1000000220,
1270,14/01/2019,26/01/2019,2,256,283,1,1,1000000221,
1271,04/01/2019,10/01/2019,2,282,190,1,1,1000000222,
1272,23/06/2019,25/06/2019,2,280,102,0,0,1000000223,
1273,20/05/2019,25/05/2019,2,290,196,0,0,1000000224,
1274,04/05/2019,14/05/2019,2,203,288,1,1,1000000225,
1275,19/09/2019,29/09/2019,2,254,260,1,1,1000000226,
1276,17/02/2019,19/02/2019,2,288,193,1,1,1000000227,
1277,04/04/2019,10/04/2019,2,260,195,1,1,1000000228,
1278,04/10/2019,17/10/2019,2,261,168,0,0,1000000229,
1279,10/03/2019,22/03/2019,2,288,207,1,1,1000000230,
1280,16/02/2019,26/02/2019,2,264,300,1,1,1000000231,
1281,11/09/2019,17/09/2019,2,263,246,1,1,1000000232,
1282,12/10/2019,22/10/2019,2,245,49,0,0,1000000233,
1283,17/12/2019,19/12/2019,2,218,127,1,1,1000000234,
1284,03/09/2019,08/09/2019,2,270,120,1,1,1000000235,
1285,10/06/2019,19/06/2019,2,213,31,0,0,1000000236,
1286,29/10/2019,03/11/2019,2,266,251,1,1,1000000237,
1287,24/02/2019,03/03/2019,2,243,184,0,0,1000000238,
1288,25/02/2019,05/03/2019,2,284,156,0,0,1000000239,
1289,24/05/2019,28/05/2019,2,260,134,0,0,1000000240,
1290,29/11/2019,02/12/2019,2,299,13,1,1,1000000241,
1291,10/05/2019,21/05/2019,2,237,146,1,1,1000000242,
1292,21/08/2019,22/08/2019,2,290,247,0,0,1000000243,
1293,08/02/2019,21/02/2019,2,265,147,0,0,1000000244,
1294,13/05/2019,23/05/2019,2,240,143,1,1,1000000245,
1295,08/11/2019,10/11/2019,2,267,143,0,0,1000000246,
1296,05/05/2019,18/05/2019,2,298,36,0,0,1000000247,
1297,27/07/2019,29/07/2019,2,201,13,0,0,1000000248,
1298,01/12/2019,07/12/2019,2,255,1,0,0,1000000249,
1299,21/09/2019,24/09/2019,2,292,84,0,0,1000000250,
1300,15/07/2019,18/07/2019,2,219,229,0,0,1000000251,
1301,11/04/2019,26/04/2019,2,224,87,0,0,1000000252,
1302,16/03/2019,19/03/2019,2,209,192,1,1,1000000253,
1303,26/12/2019,09/01/2020,2,293,200,1,1,1000000254,
1304,02/01/2019,03/01/2019,2,230,187,1,1,1000000255,
1305,18/10/2019,29/10/2019,2,253,99,0,0,1000000256,
1306,31/01/2019,09/02/2019,2,254,54,1,1,1000000257,
1307,12/02/2019,15/02/2019,2,246,101,1,1,1000000258,
1308,30/12/2019,09/01/2020,2,282,281,1,1,1000000259,
1309,15/10/2019,18/10/2019,2,272,105,1,1,1000000260,
1310,12/09/2019,19/09/2019,2,229,150,1,1,1000000261,
1311,18/09/2019,26/09/2019,2,229,24,1,1,1000000262,
1312,11/02/2019,24/02/2019,2,261,137,0,0,1000000263,
1313,25/03/2019,29/03/2019,2,236,155,1,1,1000000264,
1314,09/10/2019,23/10/2019,2,299,166,0,0,1000000265,
1315,27/04/2019,04/05/2019,2,257,193,1,1,1000000266,
1316,14/11/2019,27/11/2019,2,282,265,0,0,1000000267,
1317,01/04/2019,15/04/2019,2,259,14,0,0,1000000268,
1318,19/10/2019,27/10/2019,2,244,106,1,1,1000000269,
1319,07/10/2019,12/10/2019,2,251,112,1,1,1000000270,
1320,08/06/2019,15/06/2019,2,279,154,0,0,1000000271,
1321,19/08/2019,31/08/2019,2,217,287,1,1,1000000272,
1322,17/03/2019,22/03/2019,2,233,122,0,0,1000000273,
1323,24/02/2019,07/03/2019,2,244,51,1,1,1000000274,
1324,06/07/2019,21/07/2019,2,261,35,0,0,1000000275,
1325,28/07/2019,06/08/2019,2,247,88,0,0,1000000276,
1326,21/04/2019,06/05/2019,2,283,116,0,0,1000000277,
1327,11/01/2019,12/01/2019,2,286,36,1,1,1000000278,
1328,29/01/2019,31/01/2019,2,240,236,0,0,1000000279,
1329,03/01/2019,14/01/2019,2,275,133,0,0,1000000280,
1330,22/05/2019,05/06/2019,2,201,43,1,1,1000000281,
1331,03/06/2019,10/06/2019,2,219,280,0,0,1000000282,
1332,10/01/2019,21/01/2019,2,284,244,1,1,1000000283,
1333,05/07/2019,08/07/2019,2,240,63,0,0,1000000284,
1334,18/05/2019,21/05/2019,2,298,154,1,1,1000000285,
1335,10/06/2019,19/06/2019,2,225,237,0,0,1000000286,
1336,14/02/2019,15/02/2019,2,216,187,0,0,1000000287,
1337,17/02/2019,22/02/2019,2,295,168,0,0,1000000288,
1338,02/04/2019,04/04/2019,2,209,119,1,1,1000000289,
1339,27/03/2019,05/04/2019,2,243,260,1,1,1000000290,
1340,08/04/2019,16/04/2019,2,210,202,0,0,1000000291,
1341,10/12/2019,14/12/2019,2,255,174,0,0,1000000292,
1342,10/09/2019,16/09/2019,2,205,19,0,0,1000000293,
1343,19/05/2019,01/06/2019,2,224,48,0,0,1000000294,
1344,14/01/2019,22/01/2019,2,284,207,1,1,1000000295,
1345,24/05/2019,30/05/2019,2,293,22,0,0,1000000296,
1346,17/07/2019,30/07/2019,2,226,134,1,1,1000000297,
1347,12/05/2019,19/05/2019,2,231,134,1,1,1000000298,
1348,18/11/2019,01/12/2019,2,202,115,0,0,1000000299,
1349,26/03/2019,03/04/2019,2,231,4,0,0,1000000300,
1350,17/10/2019,25/10/2019,2,215,238,1,1,1000000301,
1351,23/06/2019,25/06/2019,2,271,24,0,0,1000000302,
1352,06/12/2019,09/12/2019,2,244,82,1,1,1000000303,
1353,19/05/2019,02/06/2019,2,273,267,1,1,1000000304,
1354,16/09/2019,22/09/2019,2,229,231,0,0,1000000305,
1355,07/07/2019,09/07/2019,2,208,16,0,0,1000000306,
1356,21/06/2019,06/07/2019,2,233,68,0,0,1000000307,
1357,17/06/2019,20/06/2019,2,217,84,1,1,1000000308,
1358,09/04/2019,22/04/2019,2,245,72,0,0,1000000309,
1359,25/08/2019,08/09/2019,2,223,227,0,0,1000000310,
1360,22/01/2019,03/02/2019,2,257,80,0,0,1000000311,
1361,09/12/2019,17/12/2019,2,227,51,0,0,1000000312,
1362,26/03/2019,07/04/2019,2,257,82,0,0,1000000313,
1363,02/02/2019,09/02/2019,2,234,293,0,0,1000000314,
1364,16/04/2019,18/04/2019,2,242,285,1,1,1000000315,
1365,11/02/2019,19/02/2019,2,232,147,0,0,1000000316,
1366,14/07/2019,17/07/2019,2,291,158,0,0,1000000317,
1367,25/03/2019,31/03/2019,2,253,155,0,0,1000000318,
1368,23/10/2019,02/11/2019,2,267,172,1,1,1000000319,
1369,21/10/2019,30/10/2019,2,252,258,1,1,1000000320,
1370,23/02/2019,09/03/2019,2,207,78,0,0,1000000321,
1371,23/01/2019,24/01/2019,2,286,49,1,1,1000000322,
1372,05/09/2019,07/09/2019,2,295,164,0,0,1000000323,
1373,27/05/2019,07/06/2019,2,236,243,0,0,1000000324,
1374,11/12/2019,19/12/2019,2,242,225,1,1,1000000325,
1375,27/01/2019,02/02/2019,2,221,34,1,1,1000000326,
1376,26/04/2019,09/05/2019,2,298,261,1,1,1000000327,
1377,19/01/2019,28/01/2019,2,295,92,1,1,1000000328,
1378,24/05/2019,31/05/2019,2,265,13,1,1,1000000329,
1379,24/09/2019,08/10/2019,2,267,204,0,0,1000000330,
1380,22/08/2019,01/09/2019,2,263,19,0,0,1000000331,
1381,29/09/2019,06/10/2019,2,214,75,0,0,1000000332,
1382,05/11/2019,09/11/2019,2,239,249,0,0,1000000333,
1383,11/09/2019,23/09/2019,2,261,194,1,1,1000000334,
1384,31/03/2019,11/04/2019,2,255,58,1,1,1000000335,
1385,05/01/2019,11/01/2019,2,267,9,1,1,1000000336,
1386,17/03/2019,20/03/2019,2,271,240,0,0,1000000337,
1387,20/08/2019,21/08/2019,2,267,105,0,0,1000000338,
1388,05/09/2019,06/09/2019,2,291,269,1,1,1000000339,
1389,29/04/2019,14/05/2019,2,208,45,1,1,1000000340,
1390,27/01/2019,28/01/2019,2,248,238,0,0,1000000341,
1391,22/11/2019,04/12/2019,2,264,62,1,1,1000000342,
1392,05/09/2019,19/09/2019,2,250,64,1,1,1000000343,
1393,07/03/2019,12/03/2019,2,268,130,1,1,1000000344,
1394,08/06/2019,17/06/2019,2,281,128,0,0,1000000345,
1395,08/05/2019,20/05/2019,2,278,85,0,0,1000000346,
1396,11/05/2019,18/05/2019,2,272,215,1,1,1000000347,
1397,03/03/2019,08/03/2019,2,211,250,0,0,1000000348,
1398,13/11/2019,24/11/2019,2,289,82,1,1,1000000349,
1399,26/08/2019,30/08/2019,2,282,219,0,0,1000000350,
1400,20/05/2019,04/06/2019,2,269,220,1,1,1000000351,
1401,07/03/2019,11/03/2019,2,201,103,0,0,1000000352,
1402,22/02/2019,24/02/2019,2,213,22,1,1,1000000353,
1403,23/06/2019,03/07/2019,2,235,268,1,1,1000000354,
1404,24/07/2019,02/08/2019,2,228,152,1,1,1000000355,
1405,06/01/2019,11/01/2019,2,213,293,1,1,1000000356,
1406,03/11/2019,16/11/2019,2,228,298,1,1,1000000357,
1407,25/05/2019,26/05/2019,2,264,293,0,0,1000000358,
1408,28/01/2019,01/02/2019,2,209,190,0,0,1000000359,
1409,28/06/2019,04/07/2019,2,264,18,1,1,1000000360,
1410,27/12/2019,29/12/2019,2,232,137,0,0,1000000361,
1411,17/02/2019,20/02/2019,2,246,206,1,1,1000000362,
1412,08/02/2019,21/02/2019,2,220,173,1,1,1000000363,
1413,11/10/2019,23/10/2019,2,232,247,0,0,1000000364,
1414,27/09/2019,01/10/2019,2,275,227,1,1,1000000365,
1415,26/06/2019,30/06/2019,2,240,113,1,1,1000000366,
1416,23/05/2019,02/06/2019,2,228,119,0,0,1000000367,
1417,24/07/2019,27/07/2019,2,259,230,0,0,1000000368,
1418,01/03/2019,08/03/2019,2,275,269,0,0,1000000369,
1419,08/10/2019,09/10/2019,2,212,55,1,1,1000000370,
1420,28/10/2019,12/11/2019,2,284,78,1,1,1000000371,
1421,07/10/2019,20/10/2019,2,201,33,1,1,1000000372,
1422,09/03/2019,12/03/2019,2,270,16,0,0,1000000373,
1423,10/12/2019,12/12/2019,2,296,114,1,1,1000000374,
1424,19/06/2019,28/06/2019,2,237,241,1,1,1000000375,
1425,31/05/2019,04/06/2019,2,221,107,0,0,1000000376,
1426,14/02/2019,24/02/2019,2,251,238,1,1,1000000377,
1427,24/08/2019,31/08/2019,2,212,257,1,1,1000000378,
1428,28/06/2019,12/07/2019,2,262,237,0,0,1000000379,
1429,10/09/2019,24/09/2019,2,295,256,1,1,1000000380,
1430,13/12/2019,20/12/2019,2,268,116,1,1,1000000381,
1431,24/05/2019,29/05/2019,2,283,226,0,0,1000000382,
1432,19/08/2019,21/08/2019,2,242,295,1,1,1000000383,
1433,20/09/2019,28/09/2019,2,254,290,0,0,1000000384,
1434,18/07/2019,28/07/2019,2,204,46,0,0,1000000385,
1435,07/07/2019,12/07/2019,2,215,227,1,1,1000000386,
1436,25/08/2019,04/09/2019,2,211,146,0,0,1000000387,
1437,05/04/2019,10/04/2019,2,222,138,1,1,1000000388,
1438,18/05/2019,21/05/2019,2,290,146,0,0,1000000389,
1439,13/07/2019,23/07/2019,2,218,164,1,1,1000000390,
1440,26/09/2019,09/10/2019,2,254,16,0,0,1000000391,
1441,21/11/2019,04/12/2019,2,260,229,1,1,1000000392,
1442,25/08/2019,26/08/2019,2,280,272,1,1,1000000393,
1443,22/05/2019,30/05/2019,2,260,17,0,0,1000000394,
1444,26/10/2019,03/11/2019,2,281,199,1,1,1000000395,
1445,18/01/2019,20/01/2019,2,270,252,1,1,1000000396,
1446,15/02/2019,24/02/2019,2,220,259,0,0,1000000397,
1447,17/01/2019,29/01/2019,2,297,178,1,1,1000000398,
1448,11/03/2019,20/03/2019,2,260,166,0,0,1000000399,
1449,17/07/2019,21/07/2019,2,278,253,1,1,1000000400,
1450,17/07/2019,23/07/2019,2,217,96,0,0,1000000401,
1451,27/09/2019,09/10/2019,2,221,86,0,0,1000000402,
1452,14/10/2019,19/10/2019,2,300,55,1,1,1000000403,
1453,19/01/2019,26/01/2019,2,217,243,1,1,1000000404,
1454,28/05/2019,11/06/2019,2,270,190,0,0,1000000405,
1455,28/05/2019,04/06/2019,2,239,162,1,1,1000000406,
1456,21/06/2019,29/06/2019,2,278,236,0,0,1000000407,
1457,19/01/2019,03/02/2019,2,231,249,1,1,1000000408,
1458,07/12/2019,14/12/2019,2,237,241,0,0,1000000409,
1459,31/01/2019,07/02/2019,2,297,156,0,0,1000000410,
1460,20/09/2019,23/09/2019,2,213,82,1,1,1000000411,
1461,09/07/2019,15/07/2019,2,242,145,0,0,1000000412,
1462,07/08/2019,09/08/2019,2,246,97,1,1,1000000413,
1463,10/03/2019,19/03/2019,2,253,279,1,1,1000000414,
1464,21/01/2019,24/01/2019,2,254,109,1,1,1000000415,
1465,28/11/2019,04/12/2019,2,293,181,1,1,1000000416,
1466,23/03/2019,04/04/2019,2,298,251,1,1,1000000417,
1467,07/06/2019,21/06/2019,2,211,259,0,0,1000000418,
